Senate - 2001 Election: Tasmania																																																																																																																																																																																																																																																												
First Preference Votes by Candidate 																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												

Lyons (62942)																																																																																																																																																																																																																																																												
			 A Tasmania First Party															 B Hope Party Australia												 C Pauline Hanson's One Nation												 D 												 E Australian Greens									 F Liberal Party of Australia - Tasmanian Division																		 G 												 H Australian Democrats												 I Australian Labor Party (Tasmanian Branch)															 J liberals for forests												 K Republican Party of Australia												Ungrouped																																																																																																												
	    		TICKET VOTES			CRACK			JACKSON			PRESSER			Group Total			TICKET VOTES			BRISTOW			PETHERBRIDGE-DE TISSERA			Group Total			TICKET VOTES			BOAG			STOKES			Group Total			TICKET VOTES			BONNER			HOWARD			Group Total			TICKET VOTES			# BROWN			Group Total			TICKET VOTES			# CALVERT			# WATSON			# COLBECK			PARRY			Group Total			TICKET VOTES			BAINBRIDGE			CLEARY			Group Total			TICKET VOTES			BUTLER			TOOHEY			Group Total			TICKET VOTES			# MACKAY			# SHERRY			BILYK			Group Total			TICKET VOTES			PULLINGER			THOMAS			Group Total			TICKET VOTES			CONSANDINE			LAWATSCH			Group Total			LARNER			MARMARINOS			LANE			LOCKETT			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																							
	    					Merilyn			David			John									James Tate			Shamara									Bronwyn			Peter									Stephen			Geoff									Bob									Paul			John			Richard			Stephen									Alex			Sarah									Debbie			Brendan									Sue			Nick			Catryna									Peter			Michael									Peter			Bert						Rob			John Victor			Helen			Eric																																																																																																			
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																						
	Perth		23	1.41		9	0.55		2	0.12		2	0.12		36	2.21		2	0.12		1	0.06		0	0.00		3	0.18		43	2.64		10	0.61		2	0.12		55	3.38		0	0.00		0	0.00		0	0.00		0	0.00		93	5.71		46	2.83		139	8.54		545	33.48		54	3.32		47	2.89		4	0.25		2	0.12		652	40.05		1	0.06		0	0.00		0	0.00		1	0.06		64	3.93		20	1.23		0	0.00		84	5.16		559	34.34		46	2.83		24	1.47		9	0.55		638	39.19		8	0.49		4	0.25		1	0.06		13	0.80		2	0.12		0	0.00		0	0.00		2	0.12		0	0.00		0	0.00		0	0.00		5	0.31		5	0.31		1628	96.67		56	3.33		1684	2.78																																																																																				
	Pontville		6	1.35		1	0.23		0	0.00		4	0.90		11	2.48		1	0.23		0	0.00		0	0.00		1	0.23		7	1.58		4	0.90		2	0.45		13	2.93		0	0.00		0	0.00		0	0.00		0	0.00		25	5.64		22	4.97		47	10.61		143	32.28		10	2.26		3	0.68		2	0.45		2	0.45		160	36.12		0	0.00		0	0.00		0	0.00		0	0.00		11	2.48		5	1.13		0	0.00		16	3.61		171	38.60		13	2.93		7	1.58		2	0.45		193	43.57		1	0.23		0	0.00		0	0.00		1	0.23		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.23		1	0.23		443	95.27		22	4.73		465	0.77																																																																																				
	Port Arthur		4	2.20		0	0.00		0	0.00		0	0.00		4	2.20		0	0.00		0	0.00		0	0.00		0	0.00		3	1.65		4	2.20		0	0.00		7	3.85		0	0.00		0	0.00		0	0.00		0	0.00		16	8.79		11	6.04		27	14.84		46	25.27		11	6.04		1	0.55		0	0.00		1	0.55		59	32.42		0	0.00		0	0.00		1	0.55		1	0.55		8	4.40		0	0.00		0	0.00		8	4.40		71	39.01		2	1.10		3	1.65		0	0.00		76	41.76		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		182	97.33		5	2.67		187	0.31																																																																																				
	Primrose Sands		5	1.30		0	0.00		0	0.00		0	0.00		5	1.30		1	0.26		0	0.00		0	0.00		1	0.26		16	4.16		2	0.52		0	0.00		18	4.68		0	0.00		0	0.00		0	0.00		0	0.00		18	4.68		5	1.30		23	5.97		77	20.00		7	1.82		2	0.52		0	0.00		1	0.26		87	22.60		0	0.00		0	0.00		0	0.00		0	0.00		9	2.34		1	0.26		1	0.26		11	2.86		211	54.81		16	4.16		8	2.08		1	0.26		236	61.30		3	0.78		0	0.00		0	0.00		3	0.78		0	0.00		1	0.26		0	0.00		1	0.26		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		385	96.25		15	3.75		400	0.66																																																																																				
	Pyengana		2	1.87		0	0.00		0	0.00		0	0.00		2	1.87		0	0.00		0	0.00		0	0.00		0	0.00		3	2.80		1	0.93		0	0.00		4	3.74		0	0.00		0	0.00		0	0.00		0	0.00		17	15.89		6	5.61		23	21.50		39	36.45		4	3.74		3	2.80		1	0.93		0	0.00		47	43.93		0	0.00		0	0.00		0	0.00		0	0.00		1	0.93		0	0.00		0	0.00		1	0.93		23	21.50		2	1.87		1	0.93		0	0.00		26	24.30		3	2.80		0	0.00		1	0.93		4	3.74		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		107	95.54		5	4.46		112	0.18																																																																																				
	Queenstown		10	0.84		8	0.67		0	0.00		0	0.00		18	1.51		5	0.42		0	0.00		0	0.00		5	0.42		44	3.68		8	0.67		0	0.00		52	4.35		2	0.17		0	0.00		1	0.08		3	0.25		35	2.93		17	1.42		52	4.35		444	37.15		32	2.68		9	0.75		7	0.59		12	1.00		504	42.18		0	0.00		0	0.00		0	0.00		0	0.00		23	1.92		4	0.33		1	0.08		28	2.34		451	37.74		28	2.34		36	3.01		2	0.17		517	43.26		8	0.67		1	0.08		0	0.00		9	0.75		2	0.17		0	0.00		0	0.00		2	0.17		0	0.00		0	0.00		1	0.08		4	0.33		5	0.42		1195	94.39		71	5.61		1266	2.09																																																																																				
	Railton		12	1.70		8	1.13		1	0.14		0	0.00		21	2.97		1	0.14		0	0.00		1	0.14		2	0.28		32	4.53		2	0.28		2	0.28		36	5.09		1	0.14		1	0.14		0	0.00		2	0.28		34	4.81		22	3.11		56	7.92		231	32.67		12	1.70		15	2.12		5	0.71		13	1.84		276	39.04		3	0.42		0	0.00		0	0.00		3	0.42		16	2.26		11	1.56		1	0.14		28	3.96		236	33.38		14	1.98		20	2.83		0	0.00		270	38.19		7	0.99		0	0.00		0	0.00		7	0.99		3	0.42		0	0.00		0	0.00		3	0.42		2	0.28		0	0.00		1	0.14		0	0.00		3	0.42		707	94.27		43	5.73		750	1.24																																																																																				
	Richmond		6	0.66		0	0.00		2	0.22		1	0.11		9	0.98		0	0.00		0	0.00		0	0.00		0	0.00		18	1.97		6	0.66		0	0.00		24	2.62		0	0.00		1	0.11		0	0.00		1	0.11		71	7.75		64	6.99		135	14.74		334	36.46		43	4.69		5	0.55		4	0.44		2	0.22		388	42.36		1	0.11		0	0.00		0	0.00		1	0.11		35	3.82		9	0.98		3	0.33		47	5.13		248	27.07		22	2.40		18	1.97		10	1.09		298	32.53		6	0.66		2	0.22		1	0.11		9	0.98		0	0.00		1	0.11		0	0.00		1	0.11		0	0.00		0	0.00		3	0.33		0	0.00		3	0.33		916	94.92		49	5.08		965	1.59																																																																																				
	Rosebery		8	1.60		0	0.00		0	0.00		0	0.00		8	1.60		1	0.20		1	0.20		0	0.00		2	0.40		38	7.58		8	1.60		1	0.20		47	9.38		1	0.20		0	0.00		0	0.00		1	0.20		17	3.39		12	2.40		29	5.79		96	19.16		6	1.20		0	0.00		2	0.40		4	0.80		108	21.56		0	0.00		0	0.00		0	0.00		0	0.00		16	3.19		2	0.40		0	0.00		18	3.59		268	53.49		7	1.40		6	1.20		2	0.40		283	56.49		2	0.40		0	0.00		0	0.00		2	0.40		1	0.20		0	0.00		0	0.00		1	0.20		0	0.00		1	0.20		0	0.00		1	0.20		2	0.40		501	94.89		27	5.11		528	0.87																																																																																				
	Ross		3	1.14		0	0.00		0	0.00		0	0.00		3	1.14		1	0.38		0	0.00		0	0.00		1	0.38		8	3.03		4	1.52		0	0.00		12	4.55		0	0.00		0	0.00		0	0.00		0	0.00		12	4.55		8	3.03		20	7.58		89	33.71		7	2.65		2	0.76		0	0.00		2	0.76		100	37.88		0	0.00		0	0.00		0	0.00		0	0.00		5	1.89		0	0.00		0	0.00		5	1.89		100	37.88		15	5.68		6	2.27		0	0.00		121	45.83		0	0.00		0	0.00		0	0.00		0	0.00		1	0.38		0	0.00		0	0.00		1	0.38		1	0.38		0	0.00		0	0.00		0	0.00		1	0.38		264	96.00		11	4.00		275	0.45																																																																																				
	St Helens		12	0.74		5	0.31		0	0.00		1	0.06		18	1.11		2	0.12		0	0.00		0	0.00		2	0.12		86	5.29		10	0.61		4	0.25		100	6.15		0	0.00		0	0.00		0	0.00		0	0.00		126	7.74		76	4.67		202	12.42		522	32.08		54	3.32		38	2.34		4	0.25		6	0.37		624	38.35		1	0.06		2	0.12		0	0.00		3	0.18		47	2.89		11	0.68		1	0.06		59	3.63		511	31.41		54	3.32		27	1.66		11	0.68		603	37.06		9	0.55		1	0.06		0	0.00		10	0.61		1	0.06		1	0.06		0	0.00		2	0.12		0	0.00		1	0.06		1	0.06		2	0.12		4	0.25		1627	95.48		77	4.52		1704	2.81																																																																																				
	St Marys		12	2.15		1	0.18		0	0.00		0	0.00		13	2.33		0	0.00		0	0.00		0	0.00		0	0.00		16	2.87		7	1.26		2	0.36		25	4.49		0	0.00		0	0.00		0	0.00		0	0.00		69	12.39		36	6.46		105	18.85		98	17.59		12	2.15		9	1.62		0	0.00		3	0.54		122	21.90		0	0.00		0	0.00		0	0.00		0	0.00		17	3.05		2	0.36		1	0.18		20	3.59		233	41.83		26	4.67		11	1.97		0	0.00		270	48.47		1	0.18		0	0.00		0	0.00		1	0.18		1	0.18		0	0.00		0	0.00		1	0.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		557	97.21		16	2.79		573	0.94																																																																																				
	Saltwater River		3	2.97		0	0.00		0	0.00		0	0.00		3	2.97		0	0.00		0	0.00		0	0.00		0	0.00		3	2.97		1	0.99		0	0.00		4	3.96		0	0.00		0	0.00		0	0.00		0	0.00		6	5.94		5	4.95		11	10.89		29	28.71		4	3.96		2	1.98		0	0.00		0	0.00		35	34.65		0	0.00		0	0.00		0	0.00		0	0.00		5	4.95		1	0.99		0	0.00		6	5.94		35	34.65		3	2.97		2	1.98		0	0.00		40	39.60		2	1.98		0	0.00		0	0.00		2	1.98		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		101	93.52		7	6.48		108	0.18																																																																																				
	Scamander		2	0.38		1	0.19		0	0.00		0	0.00		3	0.56		0	0.00		0	0.00		0	0.00		0	0.00		13	2.44		3	0.56		2	0.38		18	3.38		0	0.00		0	0.00		0	0.00		0	0.00		52	9.76		25	4.69		77	14.45		144	27.02		13	2.44		12	2.25		0	0.00		0	0.00		169	31.71		0	0.00		0	0.00		0	0.00		0	0.00		12	2.25		5	0.94		1	0.19		18	3.38		207	38.84		19	3.56		16	3.00		3	0.56		245	45.97		3	0.56		0	0.00		0	0.00		3	0.56		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		533	97.26		15	2.74		548	0.90																																																																																				
	Sheffield		14	1.21		2	0.17		1	0.09		1	0.09		18	1.56		2	0.17		0	0.00		0	0.00		2	0.17		59	5.11		10	0.87		4	0.35		73	6.32		0	0.00		0	0.00		0	0.00		0	0.00		91	7.88		45	3.90		136	11.77		444	38.44		19	1.65		23	1.99		17	1.47		30	2.60		533	46.15		1	0.09		0	0.00		0	0.00		1	0.09		31	2.68		8	0.69		0	0.00		39	3.38		294	25.45		16	1.39		19	1.65		2	0.17		331	28.66		11	0.95		0	0.00		1	0.09		12	1.04		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.09		9	0.78		10	0.87		1155	95.14		59	4.86		1214	2.00																																																																																				
	Sidmouth		11	2.10		0	0.00		0	0.00		0	0.00		11	2.10		2	0.38		0	0.00		0	0.00		2	0.38		20	3.82		3	0.57		4	0.76		27	5.15		1	0.19		0	0.00		0	0.00		1	0.19		48	9.16		30	5.73		78	14.89		179	34.16		12	2.29		32	6.11		1	0.19		1	0.19		225	42.94		0	0.00		0	0.00		0	0.00		0	0.00		18	3.44		4	0.76		1	0.19		23	4.39		134	25.57		14	2.67		6	1.15		0	0.00		154	29.39		1	0.19		2	0.38		0	0.00		3	0.57		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		524	96.32		20	3.68		544	0.90																																																																																				
	Sorell		25	1.28		9	0.46		3	0.15		1	0.05		38	1.95		1	0.05		0	0.00		0	0.00		1	0.05		56	2.87		10	0.51		2	0.10		68	3.49		1	0.05		0	0.00		1	0.05		2	0.10		93	4.77		91	4.67		184	9.44		743	38.10		88	4.51		10	0.51		5	0.26		5	0.26		851	43.64		1	0.05		0	0.00		0	0.00		1	0.05		63	3.23		14	0.72		3	0.15		80	4.10		622	31.90		43	2.21		37	1.90		5	0.26		707	36.26		9	0.46		1	0.05		0	0.00		10	0.51		2	0.10		0	0.00		0	0.00		2	0.10		0	0.00		0	0.00		2	0.10		4	0.21		6	0.31		1950	96.25		76	3.75		2026	3.34																																																																																				
	Strahan		5	1.20		2	0.48		0	0.00		0	0.00		7	1.68		0	0.00		0	0.00		0	0.00		0	0.00		24	5.77		6	1.44		0	0.00		30	7.21		0	0.00		0	0.00		0	0.00		0	0.00		23	5.53		19	4.57		42	10.10		149	35.82		15	3.61		3	0.72		0	0.00		4	0.96		171	41.11		1	0.24		0	0.00		0	0.00		1	0.24		3	0.72		2	0.48		0	0.00		5	1.20		131	31.49		14	3.37		10	2.40		0	0.00		155	37.26		2	0.48		0	0.00		0	0.00		2	0.48		0	0.00		1	0.24		0	0.00		1	0.24		0	0.00		0	0.00		0	0.00		2	0.48		2	0.48		416	95.63		19	4.37		435	0.72																																																																																				
	Swansea		10	1.59		2	0.32		2	0.32		0	0.00		14	2.23		0	0.00		0	0.00		0	0.00		0	0.00		17	2.70		6	0.95		0	0.00		23	3.66		1	0.16		0	0.00		0	0.00		1	0.16		41	6.52		23	3.66		64	10.17		215	34.18		33	5.25		2	0.32		1	0.16		5	0.79		256	40.70		0	0.00		1	0.16		0	0.00		1	0.16		18	2.86		2	0.32		0	0.00		20	3.18		193	30.68		29	4.61		20	3.18		1	0.16		243	38.63		1	0.16		0	0.00		0	0.00		1	0.16		1	0.16		0	0.00		1	0.16		2	0.32		0	0.00		0	0.00		3	0.48		1	0.16		4	0.64		629	94.87		34	5.13		663	1.09																																																																																				
	Taranna		0	0.00		1	0.31		0	0.00		2	0.61		3	0.92		2	0.61		0	0.00		0	0.00		2	0.61		11	3.36		2	0.61		2	0.61		15	4.59		0	0.00		0	0.00		0	0.00		0	0.00		46	14.07		17	5.20		63	19.27		104	31.80		9	2.75		1	0.31		0	0.00		0	0.00		114	34.86		0	0.00		0	0.00		0	0.00		0	0.00		14	4.28		2	0.61		0	0.00		16	4.89		88	26.91		13	3.98		5	1.53		5	1.53		111	33.94		1	0.31		0	0.00		0	0.00		1	0.31		1	0.31		0	0.00		0	0.00		1	0.31		0	0.00		0	0.00		1	0.31		0	0.00		1	0.31		327	97.90		7	2.10		334	0.55																																																																																				
	Tea Tree		1	0.60		0	0.00		0	0.00		0	0.00		1	0.60		1	0.60		0	0.00		0	0.00		1	0.60		9	5.39		2	1.20		1	0.60		12	7.19		0	0.00		0	0.00		0	0.00		0	0.00		15	8.98		11	6.59		26	15.57		70	41.92		11	6.59		1	0.60		2	1.20		1	0.60		85	50.90		0	0.00		0	0.00		0	0.00		0	0.00		5	2.99		3	1.80		0	0.00		8	4.79		26	15.57		4	2.40		3	1.80		0	0.00		33	19.76		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.60		1	0.60		167	97.09		5	2.91		172	0.28																																																																																				
	Triabunna		12	1.81		4	0.60		2	0.30		2	0.30		20	3.02		0	0.00		0	0.00		0	0.00		0	0.00		35	5.29		9	1.36		1	0.15		45	6.80		0	0.00		0	0.00		0	0.00		0	0.00		21	3.17		15	2.27		36	5.44		173	26.13		47	7.10		8	1.21		2	0.30		4	0.60		234	35.35		0	0.00		0	0.00		1	0.15		1	0.15		10	1.51		3	0.45		0	0.00		13	1.96		265	40.03		24	3.63		14	2.11		3	0.45		306	46.22		3	0.45		0	0.00		0	0.00		3	0.45		1	0.15		1	0.15		0	0.00		2	0.30		0	0.00		0	0.00		1	0.15		1	0.15		2	0.30		662	95.80		29	4.20		691	1.14																																																																																				
	Tullah		2	1.08		0	0.00		0	0.00		0	0.00		2	1.08		1	0.54		0	0.00		0	0.00		1	0.54		7	3.78		0	0.00		0	0.00		7	3.78		0	0.00		0	0.00		0	0.00		0	0.00		8	4.32		10	5.41		18	9.73		40	21.62		2	1.08		5	2.70		3	1.62		4	2.16		54	29.19		0	0.00		0	0.00		0	0.00		0	0.00		3	1.62		1	0.54		0	0.00		4	2.16		85	45.95		7	3.78		4	2.16		0	0.00		96	51.89		1	0.54		0	0.00		0	0.00		1	0.54		2	1.08		0	0.00		0	0.00		2	1.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		185	95.85		8	4.15		193	0.32																																																																																				
	Tunbridge		2	2.35		1	1.18		0	0.00		0	0.00		3	3.53		0	0.00		0	0.00		0	0.00		0	0.00		7	8.24		0	0.00		0	0.00		7	8.24		1	1.18		0	0.00		0	0.00		1	1.18		2	2.35		3	3.53		5	5.88		22	25.88		4	4.71		0	0.00		0	0.00		0	0.00		26	30.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		40	47.06		2	2.35		1	1.18		0	0.00		43	50.59		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		85	96.59		3	3.41		88	0.15																																																																																				
	Tunnack		3	1.61		0	0.00		0	0.00		0	0.00		3	1.61		0	0.00		0	0.00		0	0.00		0	0.00		8	4.30		2	1.08		3	1.61		13	6.99		0	0.00		0	0.00		0	0.00		0	0.00		5	2.69		7	3.76		12	6.45		75	40.32		8	4.30		0	0.00		0	0.00		0	0.00		83	44.62		0	0.00		0	0.00		0	0.00		0	0.00		2	1.08		0	0.00		0	0.00		2	1.08		54	29.03		9	4.84		9	4.84		0	0.00		72	38.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.54		0	0.00		1	0.54		186	93.94		12	6.06		198	0.33																																																																																						
	Wayatinah		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	3.13		0	0.00		1	3.13		0	0.00		0	0.00		1	3.13		1	3.13		0	0.00		0	0.00		0	0.00		0	0.00		2	6.25		1	3.13		3	9.38		11	34.38		2	6.25		0	0.00		0	0.00		0	0.00		13	40.63		0	0.00		0	0.00		0	0.00		0	0.00		3	9.38		0	0.00		0	0.00		3	9.38		6	18.75		2	6.25		0	0.00		2	6.25		10	31.25		0	0.00		1	3.13		0	0.00		1	3.13		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		32	96.97		1	3.03		33	0.05																																																																																						
	Westbury		12	0.94		8	0.63		0	0.00		0	0.00		20	1.56		1	0.08		0	0.00		0	0.00		1	0.08		63	4.93		18	1.41		1	0.08		82	6.42		1	0.08		1	0.08		0	0.00		2	0.16		85	6.65		83	6.49		168	13.15		452	35.37		35	2.74		57	4.46		4	0.31		2	0.16		550	43.04		1	0.08		0	0.00		0	0.00		1	0.08		43	3.36		10	0.78		0	0.00		53	4.15		334	26.13		27	2.11		22	1.72		3	0.23		386	30.20		11	0.86		0	0.00		0	0.00		11	0.86		0	0.00		1	0.08		0	0.00		1	0.08		1	0.08		0	0.00		1	0.08		1	0.08		3	0.23		1278	93.28		92	6.72		1370	2.26																																																																																						
	Westerway		3	1.53		1	0.51		1	0.51		0	0.00		5	2.55		0	0.00		0	0.00		0	0.00		0	0.00		8	4.08		0	0.00		0	0.00		8	4.08		0	0.00		0	0.00		0	0.00		0	0.00		12	6.12		10	5.10		22	11.22		59	30.10		4	2.04		0	0.00		0	0.00		0	0.00		63	32.14		0	0.00		0	0.00		0	0.00		0	0.00		2	1.02		0	0.00		0	0.00		2	1.02		87	44.39		4	2.04		3	1.53		0	0.00		94	47.96		2	1.02		0	0.00		0	0.00		2	1.02		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		196	91.16		19	8.84		215	0.35																																																																																						
	Whitemore		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	2.56		1	0.85		1	0.85		5	4.27		0	0.00		0	0.00		0	0.00		0	0.00		4	3.42		3	2.56		7	5.98		64	54.70		9	7.69		5	4.27		0	0.00		0	0.00		78	66.67		0	0.00		0	0.00		0	0.00		0	0.00		2	1.71		1	0.85		0	0.00		3	2.56		23	19.66		1	0.85		0	0.00		0	0.00		24	20.51		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		117	98.32		2	1.68		119	0.20																																																																																						
	Wilmot		4	1.52		2	0.76		0	0.00		0	0.00		6	2.28		1	0.38		0	0.00		0	0.00		1	0.38		10	3.80		4	1.52		0	0.00		14	5.32		0	0.00		0	0.00		0	0.00		0	0.00		39	14.83		17	6.46		56	21.29		83	31.56		5	1.90		2	0.76		8	3.04		15	5.70		113	42.97		1	0.38		0	0.00		0	0.00		1	0.38		4	1.52		2	0.76		0	0.00		6	2.28		52	19.77		5	1.90		6	2.28		2	0.76		65	24.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.38		0	0.00		1	0.38		263	97.77		6	2.23		269	0.44																																																																																						
	Zeehan		8	1.89		2	0.47		1	0.24		0	0.00		11	2.60		1	0.24		2	0.47		0	0.00		3	0.71		20	4.73		9	2.13		1	0.24		30	7.09		0	0.00		0	0.00		0	0.00		0	0.00		17	4.02		7	1.65		24	5.67		112	26.48		9	2.13		2	0.47		1	0.24		7	1.65		131	30.97		0	0.00		0	0.00		1	0.24		1	0.24		6	1.42		3	0.71		0	0.00		9	2.13		185	43.74		15	3.55		9	2.13		1	0.24		210	49.65		2	0.47		0	0.00		0	0.00		2	0.47		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.24		1	0.24		2	0.47		423	96.36		16	3.64		439	0.72																																																																																						
	Special Hospitals		12	6.45		0	0.00		0	0.00		0	0.00		12	6.45		1	0.54		0	0.00		0	0.00		1	0.54		6	3.23		0	0.00		0	0.00		6	3.23		0	0.00		0	0.00		0	0.00		0	0.00		6	3.23		0	0.00		6	3.23		59	31.72		1	0.54		1	0.54		0	0.00		0	0.00		61	32.80		1	0.54		0	0.00		0	0.00		1	0.54		9	4.84		0	0.00		0	0.00		9	4.84		83	44.62		1	0.54		0	0.00		0	0.00		84	45.16		4	2.15		0	0.00		0	0.00		4	2.15		2	1.08		0	0.00		0	0.00		2	1.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		186	97.38		5	2.62		191	0.31																																																																																						
	Total Ordinary		610	1.22		173	0.35		61	0.12		48	0.10		892	1.79		56	0.11		11	0.02		2	0.00		69	0.14		1870	3.75		401	0.80		91	0.18		2362	4.73		40	0.08		21	0.04		10	0.02		71	0.14		3295	6.60		2093	4.19		5388	10.79		16239	32.53		1607	3.22		946	1.89		170	0.34		213	0.43		19175	38.41		63	0.13		10	0.02		10	0.02		83	0.17		1604	3.21		375	0.75		30	0.06		2009	4.02		17033	34.12		1288	2.58		874	1.75		155	0.31		19350	38.76		291	0.58		44	0.09		8	0.02		343	0.69		35	0.07		9	0.02		3	0.01		47	0.09		24	0.05		9	0.02		30	0.06		72	0.14		135	0.27		49924	95.72		2235	4.28		52159	85.98																																																																																						
	ABSENT		40	1.04		14	0.37		3	0.08		2	0.05		59	1.54		4	0.10		1	0.03		0	0.00		5	0.13		122	3.18		30	0.78		5	0.13		157	4.09		3	0.08		1	0.03		0	0.00		4	0.10		361	9.42		226	5.89		587	15.31		1241	32.37		86	2.24		59	1.54		6	0.16		21	0.55		1413	36.85		2	0.05		2	0.05		2	0.05		6	0.16		202	5.27		35	0.91		2	0.05		239	6.23		1197	31.22		73	1.90		57	1.49		9	0.23		1336	34.85		9	0.23		4	0.10		1	0.03		14	0.37		4	0.10		0	0.00		0	0.00		4	0.10		2	0.05		2	0.05		3	0.08		3	0.08		10	0.26		3834	98.21		70	1.79		3904	6.44																																																																																						
	POSTAL		28	1.09		8	0.31		2	0.08		4	0.16		42	1.64		1	0.04		0	0.00		0	0.00		1	0.04		115	4.49		41	1.60		11	0.43		167	6.51		0	0.00		0	0.00		0	0.00		0	0.00		147	5.73		113	4.41		260	10.14		887	34.59		62	2.42		42	1.64		16	0.62		11	0.43		1018	39.70		2	0.08		0	0.00		0	0.00		2	0.08		90	3.51		13	0.51		1	0.04		104	4.06		831	32.41		43	1.68		61	2.38		10	0.39		945	36.86		14	0.55		0	0.00		0	0.00		14	0.55		4	0.16		1	0.04		0	0.00		5	0.20		0	0.00		1	0.04		1	0.04		4	0.16		6	0.23		2564	99.07		24	0.93		2588	4.27																																																																																						
	PRE_POLL		26	1.67		6	0.39		1	0.06		3	0.19		36	2.31		1	0.06		0	0.00		0	0.00		1	0.06		62	3.98		12	0.77		7	0.45		81	5.20		0	0.00		0	0.00		0	0.00		0	0.00		136	8.73		83	5.33		219	14.07		578	37.12		41	2.63		27	1.73		2	0.13		4	0.26		652	41.88		1	0.06		0	0.00		0	0.00		1	0.06		76	4.88		10	0.64		2	0.13		88	5.65		404	25.95		32	2.06		20	1.28		2	0.13		458	29.42		11	0.71		1	0.06		0	0.00		12	0.77		4	0.26		0	0.00		0	0.00		4	0.26		0	0.00		0	0.00		2	0.13		3	0.19		5	0.32		1557	98.54		23	1.46		1580	2.60																																																																																						
	PROVISIONAL		9	2.15		6	1.43		1	0.24		0	0.00		16	3.82		0	0.00		1	0.24		0	0.00		1	0.24		24	5.73		1	0.24		0	0.00		25	5.97		1	0.24		0	0.00		0	0.00		1	0.24		32	7.64		10	2.39		42	10.02		99	23.63		8	1.91		1	0.24		0	0.00		2	0.48		110	26.25		1	0.24		0	0.00		0	0.00		1	0.24		14	3.34		3	0.72		1	0.24		18	4.30		178	42.48		12	2.86		6	1.43		2	0.48		198	47.26		5	1.19		0	0.00		0	0.00		5	1.19		2	0.48		0	0.00		0	0.00		2	0.48		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		419	97.22		12	2.78		431	0.71																																																																																						
