State;Division;Ballot Position;Member;Candidate;Party;Gender;Vote;Vote Percent;Swing
NSW;Hughes;3;;BUCKLEY, Joanne;IND;F;1054;1.49;1.49
NSW;Hughes;4;#;TICKNER, Robert;ALP;M;36714;51.84;7.05
NSW;Hughes;5;;MAHER, Carol;NLP;F;277;0.39;0.39
NSW;Hughes;6;;SCOTT, Colin David;CTA;M;1689;2.38;2.38
NSW;Hughes;7;;GUNNING, Sue;IND;F;1211;1.71;1.71
NSW;Hughes;904;;;EFF;;0;0.00;-0.07
NSW;Hughes;905;;;AGP;;0;0.00;-0.08
NSW;Hughes;906;;;IG;;0;0.00;-4.35
NSW;Hughes;997;;;OTH;;0;0.00;-0.18
NSW;Hume;1;;COX, Dave;IND;M;2028;2.85;2.85
NSW;Hume;2;;BUCHANAN, Ian;DEM;M;1824;2.56;-6.31
NSW;Hume;3;;ARCHER, Phil;ALP;M;29773;41.79;2.03
NSW;Hume;4;;WARD, Stephen;LP;M;13681;19.20;-2.63
NSW;Hume;5;#;SHARP, John;NP;M;23942;33.60;6.18
NSW;Hume;997;;;OTH;;0;0.00;-2.12
NSW;Hunter;1;;WALKER, Robert;NLP;M;2004;2.82;2.82
NSW;Hunter;2;;BARNES, Chris;LP;M;13637;19.19;2.83
NSW;Hunter;3;#;FITZGIBBON, Eric;ALP;M;43068;60.60;9.61
NSW;Hunter;4;;CROSSING, Bruce;NP;M;12366;17.40;-1.69
NSW;Hunter;902;;;DEM;;0;0.00;-10.51
NSW;Hunter;997;;;OTH;;0;0.00;-3.05
NSW;Kingsford-Smith;1;;MARSLAND, Patricia Jean;LP;F;22229;31.77;0.46
NSW;Kingsford-Smith;2;#;BRERETON, Laurie;ALP;M;41383;59.15;9.66
NSW;Kingsford-Smith;3;;DOVE, Warwick;;M;566;0.81;0.81
NSW;Kingsford-Smith;4;;LARCOS, Andrew;DEM;M;2509;3.59;-5.56
NSW;Kingsford-Smith;5;;MATSON, Murray;GRN;M;2872;4.11;2.55
NSW;Kingsford-Smith;6;;PEARSON, Philip David;NLP;M;403;0.58;0.58
NSW;Kingsford-Smith;904;;;SSG;;0;0.00;-4.84
NSW;Kingsford-Smith;905;;;GRY;;0;0.00;-0.24
NSW;Kingsford-Smith;907;;;CTA;;0;0.00;-0.34
NSW;Kingsford-Smith;997;;;OTH;;0;0.00;-3.08
NSW;Lindsay;1;;GRIGG, Brian T;CTA;M;3350;4.84;1.62
NSW;Lindsay;2;;BELLANTONIO, Carolynn;LP;F;25326;36.61;2.92
NSW;Lindsay;3;#;FREE, Ross;ALP;M;40509;58.55;10.53
NSW;Lindsay;902;;;DEM;;0;0.00;-9.54
NSW;Lindsay;905;;;EFF;;0;0.00;-0.04
NSW;Lindsay;906;;;AGP;;0;0.00;-0.07
NSW;Lindsay;907;;;AF;;0;0.00;-3.21
NSW;Lindsay;997;;;OTH;;0;0.00;-2.21
NSW;Lowe;1;;PANZARINO, Anthony;IND;M;1395;1.92;1.92
NSW;Lowe;2;;WOODS, Peter;IND;M;1751;2.41;2.41
NSW;Lowe;3;;PETERSON, Peter;CTA;M;490;0.68;-0.70
NSW;Lowe;4;;LOWRY, Erik;;M;91;0.13;0.13
NSW;Lowe;5;;EAGER, R.J.;NLP;M;155;0.21;0.21
NSW;Lowe;6;;JONES, Erika;AFI;F;717;0.99;0.99
NSW;Lowe;7;#;EASSON, Mary;ALP;F;34463;47.51;8.73
NSW;Lowe;8;;MEIKLE, Jeff;DEM;M;1092;1.51;-6.07
NSW;Lowe;9;;CUMMINGS, Kate;IND;F;410;0.57;0.57
NSW;Lowe;10;;WOODS, Bob;LP;M;30151;41.56;-2.85
NSW;Lowe;11;;THRELFO, Bruce;GLO;M;1827;2.52;-1.89
NSW;Lowe;905;;;SPA;;0;0.00;-0.04
NSW;Lowe;906;;;AF;;0;0.00;-0.03
NSW;Lowe;908;;;SG;;0;0.00;-0.49
NSW;Lowe;909;;;DSP;;0;0.00;-0.00
NSW;Lowe;997;;;OTH;;0;0.00;-2.90
NSW;Lyne;1;;DRIVER, Dennis;ALP;M;28424;40.63;9.77
NSW;Lyne;2;#;VAILE, Mark;NP;M;18670;26.69;-25.53
NSW;Lyne;3;;ROWSELL, Marje;EFF;F;2247;3.21;3.21
NSW;Lyne;4;;BARRETT, John Gregory;LP;M;18668;26.68;26.68
NSW;Lyne;5;;STOKES, John O;DEM;M;1949;2.79;-10.40
NSW;Lyne;903;;;CG;;0;0.00;-0.65
NSW;Lyne;997;;;OTH;;0;0.00;-3.08
NSW;Macarthur;1;;FORRESTER, Ron;LP;M;30647;44.56;4.40
NSW;Macarthur;2;;GADSBY, Peter;IND;M;2478;3.60;3.60
NSW;Macarthur;3;;BETHUNE, Herb;IND;M;3660;5.32;5.32
NSW;Macarthur;4;#;HAVILAND, Chris;ALP;M;31990;46.51;5.87
NSW;Macarthur;903;;;DEM;;0;0.00;-12.38
NSW;Macarthur;904;;;EFF;;0;0.00;-0.19
NSW;Macarthur;905;;;AGP;;0;0.00;-1.79
NSW;Macarthur;906;;;SPA;;0;0.00;-0.28
NSW;Macarthur;907;;;CTA;;0;0.00;-1.15
NSW;Macarthur;908;;;EI;;0;0.00;-1.48
NSW;Macarthur;997;;;OTH;;0;0.00;-1.92
NSW;Mackellar;1;;WILD, Charles;ALP;M;24126;33.23;8.08
NSW;Mackellar;2;#;CARLTON, James Joseph;LP;M;41100;56.61;5.27
NSW;Mackellar;3;;JOHNSON, Brian;DEM;M;5139;7.08;-10.52
NSW;Mackellar;4;;KURYLENKO, Valdamar;NLP;M;981;1.35;1.35
NSW;Mackellar;5;;MAHER, Lesley;CTA;F;1253;1.73;0.11
NSW;Mackellar;904;;;NDP;;0;0.00;-0.26
NSW;Mackellar;905;;;AGP;;0;0.00;-0.90
NSW;Mackellar;997;;;OTH;;0;0.00;-3.12
NSW;Macquarie;1;;RICKARD, Jon Albert;DEM;M;4621;6.65;-6.81
NSW;Macquarie;2;;WEBSTER, Alasdair;LP;M;30809;44.36;-0.15
NSW;Macquarie;3;;IVANOVSKI, Petar;GRN;M;2633;3.79;3.79
NSW;Macquarie;4;;FAY, Roger Andrew;NLP;M;347;0.50;0.50
NSW;Macquarie;5;;HUTCHINSON, Garth;IND;M;1531;2.20;2.20
NSW;Macquarie;6;#;DEAHM, Maggie;ALP;F;29504;42.49;9.95
NSW;Macquarie;904;;;AF;;0;0.00;-0.16
NSW;Macquarie;905;;;CTA;;0;0.00;-0.57
NSW;Macquarie;906;;;AGP;;0;0.00;-0.89
NSW;Macquarie;997;;;OTH;;0;0.00;-7.87
NSW;Mitchell;1;;POSGATE, Roger;DEM;M;3664;5.43;-6.58
NSW;Mitchell;2;;ANDERSON, Charles;CAP;M;1005;1.49;1.49
NSW;Mitchell;3;#;CADMAN, Alan Glyndwr;LP;M;43819;64.89;1.98
NSW;Mitchell;4;;KANAGHINES, Julie;ALP;F;19036;28.19;5.97
NSW;Mitchell;904;;;AGP;;0;0.00;-0.05
NSW;Mitchell;905;;;CTA;;0;0.00;-2.39
NSW;Mitchell;997;;;OTH;;0;0.00;-0.42
NSW;Newcastle;1;;WHELAN, James;GRN;M;5349;7.35;7.35
NSW;Newcastle;2;;BAINES, Greg;DEM;M;2109;2.90;-8.92
NSW;Newcastle;3;#;MORRIS, Allan;ALP;M;41268;56.67;4.82
NSW;Newcastle;4;;TURNER, Glenn;LP;M;20030;27.51;8.48
NSW;Newcastle;5;;KENDALL, Jim;CTA;M;762;1.05;1.05
NSW;Newcastle;6;;WELSH, Ivan;IND;M;2658;3.65;3.65
NSW;Newcastle;7;;JACKSON, Lewina;;F;354;0.49;0.49
NSW;Newcastle;8;;BLEFARI, Frank;IND;M;292;0.40;0.40
NSW;Newcastle;997;;;OTH;;0;0.00;-17.31
NSW;New England;1;;WATT, Chris;ALP;M;24268;34.21;-0.74
NSW;New England;2;;HAUSFELD, Glen;IND;M;1570;2.21;2.21
NSW;New England;3;#;SINCLAIR, Ian;NP;M;37386;52.70;3.05
NSW;New England;4;;WOODLEY, Warren;IND;M;7717;10.88;10.88
NSW;New England;902;;;DEM;;0;0.00;-10.52
NSW;New England;997;;;OTH;;0;0.00;-4.88
NSW;North Sydney;1;;CARRAILL, Stuart;IND;M;877;1.17;1.17
NSW;North Sydney;2;;ELSTONE, Richard;ALP;M;12759;16.99;2.66
NSW;North Sydney;3;;MCNEILLY, Bruce;LP;M;34490;45.94;1.69
NSW;North Sydney;4;#;MACK, Ted;IND;M;26535;35.34;0.99
NSW;North Sydney;5;;STOKES, Ian;NLP;M;422;0.56;0.56
NSW;North Sydney;901;;;DEM;;0;0.00;-4.48
NSW;North Sydney;904;;;NDP;;0;0.00;-0.46
NSW;North Sydney;905;;;CTA;;0;0.00;-0.27
NSW;North Sydney;997;;;OTH;;0;0.00;-1.86
NSW;Page;1;;O'NEILL, Rhondda;IND;F;2446;3.32;3.32
NSW;Page;2;;MARSHALL, Malcolm;LP;M;12732;17.31;17.31
NSW;Page;3;;INGLIS, D.M.;DEM;F;985;1.34;-6.07
NSW;Page;4;;FIKKE, Elle;RCG;F;1766;2.40;2.40
NSW;Page;5;;EMERSON, Mike;NP;M;21206;28.83;-13.14
NSW;Page;6;;PERRY, Antoinette;NLP;F;134;0.18;0.18
NSW;Page;7;;IRWIN, Ros;IND;F;2890;3.93;3.93
NSW;Page;8;#;WOODS, Harry;ALP;M;30772;41.83;8.04
NSW;Page;9;;OLEN, Lindsay;CAP;M;377;0.51;0.51
NSW;Page;10;;LEAN, Graeme;IND;M;259;0.35;0.35
NSW;Page;904;;;CTA;;0;0.00;-0.60
NSW;Page;997;;;OTH;;0;0.00;-16.24
NSW;Parkes;1;;PLUMB, Noel;DEM;M;2333;3.11;-3.16
NSW;Parkes;2;;SETON, Terrence F;IND;M;2183;2.91;2.91
NSW;Parkes;3;;MCLENNAN, David;NLP;M;722;0.96;0.96
NSW;Parkes;4;;BREBNER, Barry;ALP;M;34160;45.52;3.49
NSW;Parkes;5;#;COBB, Michael;NP;M;35649;47.50;-2.81
NSW;Parkes;997;;;OTH;;0;0.00;-1.39
NSW;Parramatta;1;;PAPADOPOULOS, Sam;IND;M;1887;2.60;2.60
NSW;Parramatta;2;;FORSHAW, Rodney James;NLP;M;431;0.59;0.59
NSW;Parramatta;3;;SHIELDS, John H.;CTA;M;1044;1.44;0.62
NSW;Parramatta;4;;RAWNSLEY, Max;LP;M;30681;42.21;-0.76
NSW;Parramatta;5;;ROSIER, Bill;DEM;M;2399;3.30;-8.23
NSW;Parramatta;6;;WILSON, John;CAP;M;458;0.63;0.63
NSW;Parramatta;7;#;ELLIOTT, Paul;ALP;M;35793;49.24;7.44
NSW;Parramatta;905;;;AF;;0;0.00;-0.10
NSW;Parramatta;906;;;DSP;;0;0.00;-0.93
NSW;Parramatta;907;;;EFF;;0;0.00;-0.07
NSW;Parramatta;997;;;OTH;;0;0.00;-1.78
NSW;Paterson;1;;MCDONALD, Alan;NLP;M;810;1.17;1.17
NSW;Paterson;2;;SMITH, Bernadette;GRN;F;1981;2.85;2.85
NSW;Paterson;3;;RIACH, Rodger John;DEM;M;1396;2.01;-12.74
NSW;Paterson;4;;ROBERTS, Bob;LP;M;24510;35.27;19.95
NSW;Paterson;5;;FRANKS, Ron;CAP;M;421;0.61;0.61
NSW;Paterson;6;;NEVILLE, Bernie;IND;M;1295;1.86;1.86
NSW;Paterson;7;;MACKENZIE, Bruce;IND;M;1348;1.94;1.94
NSW;Paterson;8;#;HORNE, Bob;ALP;M;33012;47.50;7.05
NSW;Paterson;9;;WATSON, Gary;NP;M;4719;6.79;-22.47
NSW;Paterson;997;;;OTH;;0;0.00;-0.22
NSW;Prospect;1;;PIKE, Dick;DEM;M;3044;4.52;-5.02
NSW;Prospect;2;;PALING, Reg;NLP;M;397;0.59;0.59
NSW;Prospect;3;;NEWTON, Paul;LP;M;17593;26.11;-4.09
NSW;Prospect;4;;BYERS, Alan;IND;M;757;1.12;1.12
NSW;Prospect;5;;BULL, Sue;;F;763;1.13;1.13
NSW;Prospect;6;#;CROSIO, Janice;ALP;F;44039;65.37;9.78
NSW;Prospect;7;;BYLEVELD, Norman L;IND;M;777;1.15;1.15
NSW;Prospect;904;;;EFF;;0;0.00;-0.07
NSW;Prospect;905;;;AGP;;0;0.00;-2.16
NSW;Prospect;906;;;DSP;;0;0.00;-1.29
NSW;Prospect;997;;;OTH;;0;0.00;-1.15
NSW;Reid;1;;GUNER, Eyup;LP;M;19711;27.90;-1.43
NSW;Reid;2;;LONG, Jennifer;WSG;F;1524;2.16;2.16
NSW;Reid;3;;EMTAGE, Carmel Mary;IND;F;1942;2.75;2.75
NSW;Reid;4;;LOCKE, Paul;;M;1098;1.55;1.55
NSW;Reid;5;#;FERGUSON, Laurie;ALP;M;45714;64.71;9.75
NSW;Reid;6;;DORIC, Stephen;NLP;M;660;0.93;0.93
NSW;Reid;902;;;DEM;;0;0.00;-7.49
NSW;Reid;904;;;DSP;;0;0.00;-2.17
NSW;Reid;905;;;AGP;;0;0.00;-0.02
NSW;Reid;906;;;CTA;;0;0.00;-3.09
NSW;Reid;907;;;AF;;0;0.00;-1.02
NSW;Reid;908;;;EFF;;0;0.00;-1.90
NSW;Reid;997;;;OTH;;0;0.00;-0.01
NSW;Richmond;1;#;NEWELL, Neville;ALP;M;30418;44.21;13.80
NSW;Richmond;2;;ANTHONY, Larry;NP;M;17700;25.73;-16.07
NSW;Richmond;3;;ERMACORA, Hugh Ronald;IND;M;812;1.18;1.18
NSW;Richmond;4;;KEMP, Eddy;DEM;M;1536;2.23;-5.10
