Senate - 2001 Election: New South Wales																																																																																																																																																																																																																																																															
First Preference Votes by Candidate																																																																																																																																																																																																																																																															
By Polling Place																																																																																																																																																																																																																																																															
																																																																																																																																																																																																																																																															
Calare (85310)																																																																																																																																																																																																																																																															
			 A Pauline Hanson's One Nation															 B Christian Democratic Party (Fred Nile Group)												 C Unity - Say No To Hanson												 D Citizens Electoral Council of Australia												 E Progressive Labour Party												 F Helen Caldicott's - Our Common Future Party												 G Australian Democrats																								 H Help End Marijuana Prohibition												 I Peter Breen - Reform The Legal System												 J Australian Labor Party / Country Labor																		 K Lower Excise Fuel and Beer Party												 L 												 M The Fishing Party												 N 																																																																											
    			TICKET VOTES			MCKINNON			PUTRA			DEENEY			Group Total			TICKET VOTES			CAPSIS			HUME			Group Total			TICKET VOTES			NGO			MCLEOD			Group Total			TICKET VOTES			BUTLER			COLLINS			Group Total			TICKET VOTES			WOLDRING			LEE			Group Total			TICKET VOTES			CALDICOTT			POTTS			Group Total			TICKET VOTES			BOURNE			YATES			CHUNG			MAYFIELD			PRINCE			EVANS			Group Total			TICKET VOTES		BALDERSTONE				FUGGLE			Group Total			TICKET VOTES			GREENAWAY			ARMSTRONG			Group Total			TICKET VOTES			# STEPHENS			# CAMPBELL			MUNDINE			WOODS			Group Total			TICKET VOTES			O'LOUGHLIN			FREEMAN			Group Total			TICKET VOTES			STEWART			STEWART			Group Total			TICKET VOTES			SMITH			WISEMAN			Group Total			TICKET VOTES			SMITH			LAWLER			ANTHONY			Group Total																																																															
    						Don			Rick			Carol									George			Kevin									Thang			Robert									Robert			Glenys									Klaas			Shona									Helen			Ted									Vicki			Joanne			Craig			E Caroline			Janine			Julian									Michael			Don									Denise			Valerie									Ursula			George			Warren			Joanna									David			Paul									Lex			Joe									Robert			David									Warren			Geoff			Dora																																																																		
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																														
	Cooerwull		2	0.10		0	0.00		0	0.00		2	0.10		2	0.10		0	0.00		0	0.00		2	0.10					488	25.14		5	0.26		1	0.05		1	0.05		0	0.00		0	0.00		0	0.00		495	25.50		22	1.13		0	0.00		0	0.00		22	1.13		3	0.15		0	0.00		0	0.00		3	0.15		30	1.55		6	0.31		0	0.00		0	0.00		0	0.00		36	1.85								1	0.05		0	0.00		0	0.00		1	0.05														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		17	0.88		0	0.00		0	0.00		17	0.88					2	0.10		0	0.00		0	0.00		1	0.05		3	0.15		1941	97.78		44	2.22		1985	2.42																																													
	Cowra		5	0.22		0	0.00		0	0.00		5	0.22		2	0.09		0	0.00		0	0.00		2	0.09					913	40.33		9	0.40		1	0.04		1	0.04		0	0.00		2	0.09		1	0.04		927	40.95		32	1.41		0	0.00		0	0.00		32	1.41		2	0.09		1	0.04		0	0.00		3	0.13		32	1.41		1	0.04		0	0.00		0	0.00		0	0.00		33	1.46								0	0.00		0	0.00		0	0.00		0	0.00														2	0.09		0	0.00		0	0.00		0	0.00		2	0.09		18	0.80		0	0.00		0	0.00		18	0.80					1	0.04		0	0.00		2	0.09		0	0.00		3	0.13		2264	96.63		79	3.37		2343	2.85																																													
	Cowra North		1	0.05		0	0.00		0	0.00		1	0.05		3	0.14		0	0.00		0	0.00		3	0.14					879	41.44		8	0.38		2	0.09		0	0.00		0	0.00		1	0.05		0	0.00		890	41.96		23	1.08		0	0.00		0	0.00		23	1.08		1	0.05		0	0.00		0	0.00		1	0.05		27	1.27		2	0.09		0	0.00		0	0.00		0	0.00		29	1.37								0	0.00		0	0.00		0	0.00		0	0.00														1	0.05		0	0.00		0	0.00		0	0.00		1	0.05		17	0.80		2	0.09		0	0.00		19	0.90					1	0.05		0	0.00		0	0.00		0	0.00		1	0.05		2121	96.02		88	3.98		2209	2.69																																													
	Cowra West		2	0.16		0	0.00		0	0.00		2	0.16		1	0.08		0	0.00		0	0.00		1	0.08					573	47.01		4	0.33		2	0.16		0	0.00		0	0.00		0	0.00		0	0.00		579	47.50		9	0.74		0	0.00		0	0.00		9	0.74		1	0.08		0	0.00		0	0.00		1	0.08		25	2.05		4	0.33		0	0.00		0	0.00		0	0.00		29	2.38								0	0.00		0	0.00		0	0.00		0	0.00														2	0.16		0	0.00		0	0.00		0	0.00		2	0.16		8	0.66		0	0.00		0	0.00		8	0.66					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1219	97.36		33	2.64		1252	1.52																																													
	Cudal		0	0.00		0	0.00		0	0.00		0	0.00		1	0.23		0	0.00		0	0.00		1	0.23					242	55.38		2	0.46		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		244	55.84		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	1.14		0	0.00		0	0.00		0	0.00		0	0.00		5	1.14								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.46		0	0.00		0	0.00		2	0.46					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		437	96.68		15	3.32		452	0.55																																													
	Cullen Bullen		0	0.00		0	0.00		0	0.00		0	0.00		1	0.57		0	0.00		0	0.00		1	0.57					35	20.11		2	1.15		0	0.00		0	0.00		1	0.57		0	0.00		0	0.00		38	21.84		2	1.15		0	0.00		0	0.00		2	1.15		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.15		0	0.00		0	0.00		2	1.15					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		174	97.75		4	2.25		178	0.22																																													
	Cumnock		0	0.00		0	0.00		0	0.00		0	0.00		1	0.32		0	0.00		0	0.00		1	0.32					156	49.52		2	0.63		2	0.63		0	0.00		0	0.00		0	0.00		0	0.00		160	50.79		4	1.27		0	0.00		0	0.00		4	1.27		1	0.32		0	0.00		0	0.00		1	0.32		4	1.27		2	0.63		0	0.00		0	0.00		0	0.00		6	1.90								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.32		0	0.00		0	0.00		1	0.32					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		315	98.13		6	1.87		321	0.39																																													
	Eglinton		4	0.26		0	0.00		0	0.00		4	0.26		2	0.13		0	0.00		0	0.00		2	0.13					691	44.52		0	0.00		3	0.19		0	0.00		0	0.00		0	0.00		0	0.00		694	44.72		11	0.71		0	0.00		0	0.00		11	0.71		0	0.00		0	0.00		0	0.00		0	0.00		41	2.64		4	0.26		0	0.00		0	0.00		0	0.00		45	2.90								0	0.00		0	0.00		0	0.00		0	0.00														1	0.06		0	0.00		0	0.00		0	0.00		1	0.06		8	0.52		0	0.00		0	0.00		8	0.52					1	0.06		0	0.00		0	0.00		0	0.00		1	0.06		1552	97.86		34	2.14		1586	1.93																																													
	Eugowra		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					254	53.25		2	0.42		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		256	53.67		4	0.84		0	0.00		0	0.00		4	0.84		1	0.21		0	0.00		0	0.00		1	0.21		10	2.10		2	0.42		0	0.00		0	0.00		0	0.00		12	2.52								1	0.21		0	0.00		0	0.00		1	0.21														1	0.21		0	0.00		0	0.00		0	0.00		1	0.21		3	0.63		0	0.00		0	0.00		3	0.63					0	0.00		1	0.21		0	0.00		0	0.00		1	0.21		477	96.75		16	3.25		493	0.60																																													
	Glenroi		1	0.06		1	0.06		0	0.00		2	0.11		1	0.06		0	0.00		0	0.00		1	0.06					388	22.06		5	0.28		0	0.00		0	0.00		0	0.00		1	0.06		0	0.00		394	22.40		39	2.22		0	0.00		0	0.00		39	2.22		0	0.00		0	0.00		0	0.00		0	0.00		26	1.48		1	0.06		0	0.00		0	0.00		1	0.06		28	1.59								2	0.11		0	0.00		0	0.00		2	0.11														1	0.06		0	0.00		0	0.00		0	0.00		1	0.06		17	0.97		1	0.06		0	0.00		18	1.02					1	0.06		1	0.06		1	0.06		0	0.00		3	0.17		1759	96.49		64	3.51		1823	2.22																																													
	Gooloogong		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					137	59.31		2	0.87		1	0.43		0	0.00		0	0.00		0	0.00		0	0.00		140	60.61		2	0.87		0	0.00		0	0.00		2	0.87		0	0.00		0	0.00		0	0.00		0	0.00		1	0.43		0	0.00		0	0.00		0	0.00		0	0.00		1	0.43								0	0.00		0	0.00		0	0.00		0	0.00														1	0.43		0	0.00		0	0.00		0	0.00		1	0.43		3	1.30		0	0.00		0	0.00		3	1.30					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		231	97.88		5	2.12		236	0.29																																															
	Hampton		0	0.00		0	0.00		0	0.00		0	0.00		2	1.38		0	0.00		0	0.00		2	1.38					62	42.76		3	2.07		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		65	44.83		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		8	5.52		3	2.07		0	0.00		0	0.00		0	0.00		11	7.59								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.38		1	0.69		0	0.00		3	2.07					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		145	99.32		1	0.68		146	0.18																																															
	Hartley		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					186	50.96		1	0.27		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		187	51.23		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		14	3.84		4	1.10		0	0.00		0	0.00		0	0.00		18	4.93								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.55		0	0.00		0	0.00		2	0.55					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		365	96.56		13	3.44		378	0.46																																															
	Hermitage		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					143	22.34		4	0.63		1	0.16		0	0.00		0	0.00		0	0.00		0	0.00		148	23.13		10	1.56		0	0.00		0	0.00		10	1.56		1	0.16		0	0.00		0	0.00		1	0.16		8	1.25		3	0.47		0	0.00		0	0.00		0	0.00		11	1.72								0	0.00		0	0.00		0	0.00		0	0.00														1	0.16		0	0.00		0	0.00		0	0.00		1	0.16		3	0.47		0	0.00		0	0.00		3	0.47					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		640	97.26		18	2.74		658	0.80																																															
	Hill End		0	0.00		0	0.00		0	0.00		0	0.00		1	1.11		0	0.00		0	0.00		1	1.11					17	18.89		2	2.22		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		19	21.11		0	0.00		0	0.00		0	0.00		0	0.00		1	1.11		0	0.00		0	0.00		1	1.11		3	3.33		0	0.00		0	0.00		0	0.00		0	0.00		3	3.33								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		90	98.90		1	1.10		91	0.11																																															
	Jenolan Caves		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					17	47.22		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		17	47.22		1	2.78		0	0.00		0	0.00		1	2.78		0	0.00		0	0.00		0	0.00		0	0.00		1	2.78		0	0.00		0	0.00		0	0.00		0	0.00		1	2.78								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		36	100.00		0	0.00		36	0.04																																															
	Kelso		2	0.08		1	0.04		0	0.00		3	0.11		7	0.26		0	0.00		0	0.00		7	0.26					1050	39.49		14	0.53		3	0.11		2	0.08		0	0.00		0	0.00		0	0.00		1069	40.20		23	0.86		0	0.00		0	0.00		23	0.86		2	0.08		0	0.00		0	0.00		2	0.08		53	1.99		7	0.26		0	0.00		0	0.00		0	0.00		60	2.26								0	0.00		0	0.00		0	0.00		0	0.00														2	0.08		0	0.00		0	0.00		0	0.00		2	0.08		12	0.45		1	0.04		0	0.00		13	0.49					1	0.04		1	0.04		2	0.08		0	0.00		4	0.15		2659	97.04		81	2.96		2740	3.34																																															
	Kirkconnell		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					49	41.53		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		49	41.53		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	5.08		7	5.93		0	0.00		0	0.00		0	0.00		13	11.02								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.85		0	0.00		0	0.00		1	0.85					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		118	95.16		6	4.84		124	0.15																																															
	Lithgow		4	0.23		0	0.00		0	0.00		4	0.23		0	0.00		0	0.00		0	0.00		0	0.00					382	21.61		6	0.34		1	0.06		0	0.00		0	0.00		0	0.00		2	0.11		391	22.12		19	1.07		0	0.00		0	0.00		19	1.07		2	0.11		0	0.00		0	0.00		2	0.11		45	2.55		6	0.34		0	0.00		0	0.00		0	0.00		51	2.88								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		15	0.85		0	0.00		0	0.00		15	0.85					2	0.11		0	0.00		1	0.06		1	0.06		4	0.23		1768	95.21		89	4.79		1857	2.26																																															
	Lithgow Hospital		1	0.84		0	0.00		0	0.00		1	0.84		0	0.00		0	0.00		0	0.00		0	0.00					33	27.73		1	0.84		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		34	28.57		5	4.20		0	0.00		0	0.00		5	4.20		1	0.84		0	0.00		0	0.00		1	0.84		1	0.84		0	0.00		0	0.00		0	0.00		0	0.00		1	0.84								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.68		0	0.00		0	0.00		2	1.68					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		119	100.00		0	0.00		119	0.14																																															
	Littleton		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					130	23.05		2	0.35		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		132	23.40		5	0.89		0	0.00		0	0.00		5	0.89		0	0.00		0	0.00		0	0.00		0	0.00		11	1.95		0	0.00		0	0.00		0	0.00		0	0.00		11	1.95								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.53		0	0.00		0	0.00		3	0.53					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		564	96.74		19	3.26		583	0.71																																															
	Lucknow		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					133	50.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		133	50.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		13	4.92		1	0.38		0	0.00		0	0.00		0	0.00		14	5.30								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	1.14		1	0.38		0	0.00		4	1.52					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		264	98.51		4	1.49		268	0.33																																															
	Lyndhurst		1	0.43		0	0.00		0	0.00		1	0.43		1	0.43		0	0.00		0	0.00		1	0.43					90	39.13		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		90	39.13		1	0.43		0	0.00		0	0.00		1	0.43		1	0.43		0	0.00		0	0.00		1	0.43		6	2.61		1	0.43		0	0.00		0	0.00		0	0.00		7	3.04								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					1	0.43		0	0.00		0	0.00		1	0.43		2	0.87		230	97.05		7	2.95		237	0.29																																															
	Mandurama		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					113	53.55		1	0.47		1	0.47		0	0.00		0	0.00		0	0.00		0	0.00		115	54.50		1	0.47		0	0.00		0	0.00		1	0.47		0	0.00		0	0.00		0	0.00		0	0.00		10	4.74		0	0.00		0	0.00		0	0.00		0	0.00		10	4.74								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.95		0	0.00		0	0.00		2	0.95					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		211	95.91		9	4.09		220	0.27																																															
	Manildra		3	0.59		0	0.00		0	0.00		3	0.59		0	0.00		0	0.00		0	0.00		0	0.00					220	43.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		220	43.05		8	1.57		0	0.00		0	0.00		8	1.57		0	0.00		0	0.00		0	0.00		0	0.00		1	0.20		0	0.00		0	0.00		0	0.00		0	0.00		1	0.20								0	0.00		0	0.00		0	0.00		0	0.00														1	0.20		1	0.20		0	0.00		0	0.00		2	0.39		8	1.57		0	0.00		0	0.00		8	1.57					0	0.00		0	0.00		1	0.20		0	0.00		1	0.20		511	97.15		15	2.85		526	0.64																																															
	Meadow Flat		1	0.53		0	0.00		0	0.00		1	0.53		0	0.00		0	0.00		0	0.00		0	0.00					76	40.64		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.53		77	41.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		6	3.21		0	0.00		0	0.00		0	0.00		0	0.00		6	3.21								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		187	98.42		3	1.58		190	0.23																																															
	Millthorpe		2	0.28		1	0.14		0	0.00		3	0.43		0	0.00		0	0.00		0	0.00		0	0.00					349	49.57		2	0.28		0	0.00		0	0.00		0	0.00		1	0.14		0	0.00		352	50.00		5	0.71		0	0.00		0	0.00		5	0.71		0	0.00		0	0.00		0	0.00		0	0.00		19	2.70		4	0.57		0	0.00		0	0.00		0	0.00		23	3.27								0	0.00		0	0.00		0	0.00		0	0.00														2	0.28		0	0.00		0	0.00		0	0.00		2	0.28		4	0.57		0	0.00		0	0.00		4	0.57					1	0.14		0	0.00		2	0.28		0	0.00		3	0.43		704	97.10		21	2.90		725	0.88																																															
	Mitchell Campus		0	0.00		0	0.00		0	0.00		0	0.00		1	0.81		0	0.00		0	0.00		1	0.81					35	28.46		1	0.81		0	0.00		0	0.00		1	0.81		0	0.00		0	0.00		37	30.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		11	8.94		2	1.63		0	0.00		0	0.00		0	0.00		13	10.57								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.81		1	0.81		0	0.00		2	1.63					0	0.00		0	0.00		1	0.81		0	0.00		1	0.81		123	100.00		0	0.00		123	0.15																																															
	Molong		2	0.15		0	0.00		0	0.00		2	0.15		4	0.31		0	0.00		0	0.00		4	0.31					584	44.75		7	0.54		1	0.08		0	0.00		2	0.15		1	0.08		0	0.00		595	45.59		13	1.00		0	0.00		0	0.00		13	1.00		2	0.15		0	0.00		0	0.00		2	0.15		24	1.84		2	0.15		0	0.00		1	0.08		0	0.00		27	2.07								0	0.00		0	0.00		0	0.00		0	0.00														1	0.08		0	0.00		0	0.00		0	0.00		1	0.08		10	0.77		0	0.00		0	0.00		10	0.77					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1305	96.95		41	3.05		1346	1.64																																															
	Morongla Creek		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					141	66.51		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		141	66.51		1	0.47		0	0.00		0	0.00		1	0.47		1	0.47		0	0.00		0	0.00		1	0.47		2	0.94		0	0.00		0	0.00		0	0.00		0	0.00		2	0.94								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.47		0	0.00		0	0.00		1	0.47					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		212	98.15		4	1.85		216	0.26																																															
	Mullion Creek		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					176	54.32		2	0.62		4	1.23		0	0.00		0	0.00		0	0.00		0	0.00		182	56.17		1	0.31		1	0.31		0	0.00		2	0.62		0	0.00		0	0.00		0	0.00		0	0.00		4	1.23		0	0.00		0	0.00		0	0.00		0	0.00		4	1.23								0	0.00		0	0.00		0	0.00		0	0.00														1	0.31		0	0.00		0	0.00		0	0.00		1	0.31		3	0.93		0	0.00		0	0.00		3	0.93					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		324	97.30		9	2.70		333	0.41																																															
	Nashdale		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					187	54.84		2	0.59		0	0.00		0	0.00		1	0.29		0	0.00		0	0.00		190	55.72		1	0.29		0	0.00		0	0.00		1	0.29		1	0.29		0	0.00		0	0.00		1	0.29		17	4.99		3	0.88		0	0.00		0	0.00		0	0.00		20	5.87								1	0.29		0	0.00		0	0.00		1	0.29														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		341	98.84		4	1.16		345	0.42																																															
	Neville		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					79	57.25		1	0.72		1	0.72		0	0.00		0	0.00		0	0.00		0	0.00		81	58.70		2	1.45		1	0.72		0	0.00		3	2.17		1	0.72		0	0.00		0	0.00		1	0.72		1	0.72		1	0.72		0	0.00		0	0.00		0	0.00		2	1.45								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.72		0	0.00		0	0.00		1	0.72					0	0.00		0	0.00		1	0.72		0	0.00		1	0.72		138	99.28		1	0.72		139	0.17																																															
	Newbridge		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					76	50.33		1	0.66		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		77	50.99		3	1.99		0	0.00		0	0.00		3	1.99		0	0.00		0	0.00		0	0.00		0	0.00		3	1.99		4	2.65		0	0.00		0	0.00		0	0.00		7	4.64								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4	2.65		0	0.00		0	0.00		4	2.65					1	0.66		0	0.00		0	0.00		0	0.00		1	0.66		151	96.18		6	3.82		157	0.19																																															
	O'Connell		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00					137	44.48		1	0.32		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		138	44.81		4	1.30		0	0.00		0	0.00		4	1.30		0	0.00		0	0.00		0	0.00		0	0.00		17	5.52		2	0.65		0	0.00		0	0.00		0	0.00		19	6.17								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.32		0	0.00		0	0.00		1	0.32					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		308	99.35		2	0.65		310	0.38																																															
	Oakey Park		0	0.00		0	0.00		0	0.00		0	0.00		1	0.28		0	0.00		0	0.00		1	0.28					61	16.85		0	0.00		0	0.00		0	0.00		0	0.00		1	0.28		0	0.00		62	17.13		1	0.28		0	0.00		0	0.00		1	0.28		1	0.28		0	0.00		0	0.00		1	0.28		8	2.21		1	0.28		0	0.00		0	0.00		0	0.00		9	2.49								0	0.00		0	0.00		0	0.00		0	0.00														1	0.28		0	0.00		0	0.00		0	0.00		1	0.28		3	0.83		0	0.00		0	0.00		3	0.83					0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		362	96.53		13	3.47		375	0.46																																															
	Oberon		2	0.10		0	0.00		0	0.00		2	0.10		3	0.16		1	0.05		0	0.00		4	0.21					894	46.32		6	0.31		2	0.10		2	0.10		0	0.00		1	0.05		0	0.00		905	46.89		26	1.35		0	0.00		0	0.00		26	1.35		1	0.05		0	0.00		0	0.00		1	0.05		34	1.76		5	0.26		0	0.00		0	0.00		0	0.00		39	2.02								1	0.05		0	0.00		0	0.00		1	0.05														5	0.26		0	0.00		0	0.00		0	0.00		5	0.26		23	1.19		1	0.05		0	0.00		24	1.24					1	0.05		0	0.00		0	0.00		0	0.00		1	0.05		1930	95.83		84	4.17		2014	2.45																																															
	Orange		8	0.35		0	0.00		0	0.00		8	0.35		3	0.13		0	0.00		0	0.00		3	0.13					1094	47.38		7	0.30		3	0.13		0	0.00		0	0.00		1	0.04		1	0.04		1106	47.90		19	0.82		0	0.00		0	0.00		19	0.82		2	0.09		0	0.00		0	0.00		2	0.09		78	3.38		13	0.56		0	0.00		0	0.00		0	0.00		91	3.94								1	0.04		0	0.00		0	0.00		1	0.04														3	0.13		0	0.00		0	0.00		0	0.00		3	0.13		13	0.56		1	0.04		0	0.00		14	0.61					3	0.13		0	0.00		6	0.26		0	0.00		9	0.39		2309	97.06		70	2.94		2379	2.90																																															
	Orange East		2	0.12		0	0.00		0	0.00		2	0.12		3	0.17		1	0.06		0	0.00		4	0.23					645	37.18		14	0.81		3	0.17		1	0.06		0	0.00		1	0.06		0	0.00		664	38.27		29	1.67		0	0.00		0	0.00		29	1.67		0	0.00		0	0.00		0	0.00		0	0.00		41	2.36		9	0.52		0	0.00		0	0.00		0	0.00		50	2.88								0	0.00		0	0.00		0	0.00		0	0.00														1	0.06		0	0.00		0	0.00		0	0.00		1	0.06		12	0.69		0	0.00		0	0.00		12	0.69					2	0.12		0	0.00		0	0.00		0	0.00		2	0.12		1735	96.12		70	3.88		1805	2.20																																															
	Orange Hospital		1	0.18		0	0.00		0	0.00		1	0.18		1	0.18		0	0.00		0	0.00		1	0.18					210	38.04		1	0.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		211	38.22		6	1.09		0	0.00		0	0.00		6	1.09		0	0.00		0	0.00		0	0.00		0	0.00		17	3.08		2	0.36		0	0.00		0	0.00		0	0.00		19	3.44								0	0.00		0	0.00		0	0.00		0	0.00														0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.54		0	0.00		0	0.00		3	0.54					1	0.18		0	0.00		1	0.18		0	0.00		2	0.36		552	96.67		19	3.33		571	0.70																																															
