House of Representatives - 2001 Election: New South Wales																																								
First Preference Votes and TCP 																																								
By Candidate by Polling Place																																								

Lowe (83707)																																								
	# MURPHY			DOUST			GARRETT			WONG			KRUMINS			LANE			SOULOS			FORMAL			INFORMAL			TOTAL												
	John			David			Anna			Ernest			Harry			Max			Mersina												Two Candidate Preferred									
	ALP			LP			DEM			UNI			HAN						GRN												# MURPHY ALP			 DOUST LP						
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%					
ABSENT	1870	39.62		1879	39.81		366	7.75		121	2.56		114	2.42		25	0.53		345	7.31		4720	94.12		295	5.88		5015	6.31		2523	53.45		2197	46.55			
POSTAL	1268	42.64		1400	47.07		88	2.96		49	1.65		86	2.89		8	0.27		75	2.52		2974	97.64		72	2.36		3046	3.83		1465	49.26		1509	50.74			
PRE_POLL	1314	41.46		1348	42.54		171	5.40		113	3.57		61	1.92		12	0.38		150	4.73		3169	96.70		108	3.30		3277	4.12		1644	51.88		1525	48.12			
PROVISIONAL	216	52.17		141	34.06		14	3.38		16	3.86		9	2.17		4	0.97		14	3.38		414	90.20		45	9.80		459	0.58		255	61.59		159	38.41			
Division Summary	33508	44.77		31400	41.96		3359	4.49		1700	2.27		1463	1.95		267	0.36		3145	4.20		74842	94.20		4606	5.80		79448	94.91		40271	53.81		34571	46.19			
																																						
																																						
																																						
																																			
																																			
