Senate - 1996 Election: Tasmania																																																																																																																						
First Preference Votes by Candidate																																																																																																																						
by Polling Place																																																																																																																						
 																																																																																																																						

Bass (66017)																																																																																																																						

	   		 A Natural Law Party												 B National Party of Australia - Tasmania												 C Liberal Party of Australia - Tasmanian Division															 D Australian Democrats															 E Australian Women's Party												 F Tasmanian Greens												 G Call to Australia (Fred Nile) Group												 H Australian Labor Party (Tasmanian Branch)															Ungrouped										
    			TICKET VOTES			BROSZCZYK			HARLOW			Group Total			TICKET VOTES			JACKSON			CLAYTON			Group Total			TICKET VOTES			# NEWMAN			# CALVERT			# WATSON			Group Total			TICKET VOTES			BELL			ONSMAN			TATTERSALL			Group Total			TICKET VOTES			ANDERSEN			MACQUEEN			Group Total			TICKET VOTES			# BROWN			DALE			Group Total			TICKET VOTES			ROGERS			ROGERS			Group Total			TICKET VOTES			# MACKAY			# SHERRY			TOUBER			Group Total			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Gregory			James									Mary			Jeff									Jocelyn			Paul			John									Robert			Julia			Philip J									Clair			Lin									Bob			Janet									Don			Beryl									Sue			Nick			Charles																
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Sisters Beach		                              	0	0	 	1	0.43	 	0	0	 	1	0.43	 	6	2.56	 	4	1.71	 	0	0	 	10	4.27	 	90	38.46	 	25	10.68	 	0	0	 	2	0.85	 	117	50	 	14	5.98	 	5	2.14	 	1	0.43	 	0	0	 	20	8.55	 	0	0	 	0	0	 	0	0	 	0	0	 	12	5.13	 	6	2.56	 	1	0.43	 	19	8.12	 	0	0	 	0	0	 	0	0	 	0	0	 	54	23.08	 	6	2.56	 	7	2.99	 	0	0	 	67	28.63	 	0	0	 	234	97.1	 	7	2.9	 	241	0.39
Sisters Creek		                              	0	0	 	0	0	 	0	0	 	0	0	 	3	1.42	 	12	5.66	 	1	0.47	 	16	7.55	 	94	44.34	 	15	7.08	 	1	0.47	 	5	2.36	 	115	54.25	 	6	2.83	 	10	4.72	 	0	0	 	0	0	 	16	7.55	 	2	0.94	 	0	0	 	0	0	 	2	0.94	 	14	6.6	 	5	2.36	 	0	0	 	19	8.96	 	0	0	 	1	0.47	 	0	0	 	1	0.47	 	33	15.57	 	0	0	 	10	4.72	 	0	0	 	43	20.28	 	0	0	 	212	98.15	 	4	1.85	 	216	0.35
Smithton		                                   	5	0.21	 	6	0.26	 	1	0.04	 	12	0.52	 	35	1.5	 	32	1.38	 	1	0.04	 	68	2.92	 	998	42.91	 	213	9.16	 	12	0.52	 	40	1.72	 	1263	54.3	 	63	2.71	 	17	0.73	 	4	0.17	 	0	0	 	84	3.61	 	12	0.52	 	5	0.21	 	0	0	 	17	0.73	 	39	1.68	 	24	1.03	 	1	0.04	 	64	2.75	 	5	0.21	 	6	0.26	 	0	0	 	11	0.47	 	672	28.89	 	51	2.19	 	83	3.57	 	1	0.04	 	807	34.69	 	0	0	 	2326	96.16	 	93	3.84	 	2419	3.93
Somerset		                                   	11	0.5	 	1	0.05	 	0	0	 	12	0.54	 	55	2.49	 	56	2.53	 	3	0.14	 	114	5.15	 	738	33.35	 	157	7.09	 	8	0.36	 	30	1.36	 	933	42.16	 	77	3.48	 	41	1.85	 	3	0.14	 	0	0	 	121	5.47	 	12	0.54	 	3	0.14	 	0	0	 	15	0.68	 	59	2.67	 	42	1.9	 	4	0.18	 	105	4.74	 	7	0.32	 	4	0.18	 	0	0	 	11	0.5	 	718	32.44	 	60	2.71	 	115	5.2	 	9	0.41	 	902	40.76	 	0	0	 	2213	96.43	 	82	3.57	 	2295	3.73
South Riana		                                	2	1.02	 	1	0.51	 	0	0	 	3	1.53	 	4	2.04	 	5	2.55	 	0	0	 	9	4.59	 	101	51.53	 	25	12.76	 	0	0	 	2	1.02	 	128	65.31	 	1	0.51	 	4	2.04	 	0	0	 	0	0	 	5	2.55	 	0	0	 	2	1.02	 	0	0	 	2	1.02	 	6	3.06	 	5	2.55	 	0	0	 	11	5.61	 	0	0	 	2	1.02	 	0	0	 	2	1.02	 	32	16.33	 	1	0.51	 	3	1.53	 	0	0	 	36	18.37	 	0	0	 	196	98.99	 	2	1.01	 	198	0.32
Sprent		                                     	0	0	 	0	0	 	0	0	 	0	0	 	3	1.55	 	4	2.07	 	0	0	 	7	3.63	 	79	40.93	 	20	10.36	 	3	1.55	 	4	2.07	 	106	54.92	 	6	3.11	 	10	5.18	 	0	0	 	0	0	 	16	8.29	 	0	0	 	1	0.52	 	0	0	 	1	0.52	 	4	2.07	 	8	4.15	 	0	0	 	12	6.22	 	1	0.52	 	0	0	 	0	0	 	1	0.52	 	34	17.62	 	9	4.66	 	6	3.11	 	1	0.52	 	50	25.91	 	0	0	 	193	98.47	 	3	1.53	 	196	0.32
Spreyton		                                   	2	0.19	 	3	0.29	 	0	0	 	5	0.48	 	10	0.96	 	6	0.58	 	1	0.1	 	17	1.63	 	390	37.5	 	76	7.31	 	2	0.19	 	20	1.92	 	488	46.92	 	52	5	 	21	2.02	 	3	0.29	 	0	0	 	76	7.31	 	2	0.19	 	7	0.67	 	0	0	 	9	0.87	 	42	4.04	 	19	1.83	 	1	0.1	 	62	5.96	 	0	0	 	2	0.19	 	0	0	 	2	0.19	 	305	29.33	 	21	2.02	 	55	5.29	 	0	0	 	381	36.63	 	0	0	 	1040	96.92	 	33	3.08	 	1073	1.74
Stanley		                                    	2	0.42	 	0	0	 	0	0	 	2	0.42	 	9	1.91	 	14	2.97	 	0	0	 	23	4.87	 	170	36.02	 	27	5.72	 	1	0.21	 	4	0.85	 	202	42.8	 	11	2.33	 	12	2.54	 	0	0	 	0	0	 	23	4.87	 	1	0.21	 	1	0.21	 	0	0	 	2	0.42	 	27	5.72	 	11	2.33	 	1	0.21	 	39	8.26	 	2	0.42	 	2	0.42	 	0	0	 	4	0.85	 	147	31.14	 	8	1.69	 	21	4.45	 	1	0.21	 	177	37.5	 	0	0	 	472	96.72	 	16	3.28	 	488	0.79
Stowport		                                   	2	0.86	 	1	0.43	 	0	0	 	3	1.29	 	3	1.29	 	4	1.72	 	0	0	 	7	3	 	77	33.05	 	24	10.3	 	3	1.29	 	9	3.86	 	113	48.5	 	4	1.72	 	4	1.72	 	3	1.29	 	0	0	 	11	4.72	 	0	0	 	0	0	 	0	0	 	0	0	 	15	6.44	 	6	2.58	 	0	0	 	21	9.01	 	0	0	 	0	0	 	0	0	 	0	0	 	56	24.03	 	10	4.29	 	12	5.15	 	0	0	 	78	33.48	 	0	0	 	233	96.28	 	9	3.72	 	242	0.39
Sulphur Creek		                              	3	0.58	 	0	0	 	0	0	 	3	0.58	 	13	2.52	 	22	4.26	 	0	0	 	35	6.78	 	202	39.15	 	48	9.3	 	0	0	 	13	2.52	 	263	50.97	 	10	1.94	 	9	1.74	 	2	0.39	 	0	0	 	21	4.07	 	3	0.58	 	0	0	 	0	0	 	3	0.58	 	27	5.23	 	14	2.71	 	0	0	 	41	7.95	 	1	0.19	 	1	0.19	 	0	0	 	2	0.39	 	96	18.6	 	8	1.55	 	43	8.33	 	1	0.19	 	148	28.68	 	0	0	 	516	96.27	 	20	3.73	 	536	0.87
Togari		                                     	0	0	 	0	0	 	0	0	 	0	0	 	4	4.08	 	4	4.08	 	0	0	 	8	8.16	 	46	46.94	 	13	13.27	 	1	1.02	 	2	2.04	 	62	63.27	 	1	1.02	 	4	4.08	 	0	0	 	0	0	 	5	5.1	 	1	1.02	 	0	0	 	0	0	 	1	1.02	 	1	1.02	 	1	1.02	 	0	0	 	2	2.04	 	1	1.02	 	0	0	 	0	0	 	1	1.02	 	14	14.29	 	1	1.02	 	4	4.08	 	0	0	 	19	19.39	 	0	0	 	98	97.03	 	3	2.97	 	101	0.16
Trowutta		                                   	0	0	 	0	0	 	0	0	 	0	0	 	1	1.59	 	0	0	 	0	0	 	1	1.59	 	32	50.79	 	7	11.11	 	0	0	 	1	1.59	 	40	63.49	 	2	3.17	 	0	0	 	0	0	 	0	0	 	2	3.17	 	0	0	 	0	0	 	1	1.59	 	1	1.59	 	1	1.59	 	1	1.59	 	0	0	 	2	3.17	 	0	0	 	0	0	 	0	0	 	0	0	 	13	20.63	 	1	1.59	 	3	4.76	 	0	0	 	17	26.98	 	0	0	 	63	100	 	0	0	 	63	0.1
Turners Beach		                              	1	0.16	 	0	0	 	0	0	 	1	0.16	 	5	0.82	 	13	2.13	 	0	0	 	18	2.96	 	275	45.16	 	50	8.21	 	3	0.49	 	12	1.97	 	340	55.83	 	14	2.3	 	15	2.46	 	0	0	 	0	0	 	29	4.76	 	2	0.33	 	2	0.33	 	0	0	 	4	0.66	 	26	4.27	 	12	1.97	 	0	0	 	38	6.24	 	0	0	 	4	0.66	 	0	0	 	4	0.66	 	146	23.97	 	10	1.64	 	19	3.12	 	0	0	 	175	28.74	 	0	0	 	609	96.21	 	24	3.79	 	633	1.03
Ulverstone		                                 	3	0.21	 	6	0.42	 	1	0.07	 	10	0.7	 	26	1.82	 	15	1.05	 	0	0	 	41	2.87	 	610	42.63	 	133	9.29	 	11	0.77	 	16	1.12	 	770	53.81	 	37	2.59	 	29	2.03	 	0	0	 	1	0.07	 	67	4.68	 	6	0.42	 	1	0.07	 	0	0	 	7	0.49	 	32	2.24	 	39	2.73	 	1	0.07	 	72	5.03	 	8	0.56	 	2	0.14	 	0	0	 	10	0.7	 	371	25.93	 	32	2.24	 	50	3.49	 	1	0.07	 	454	31.73	 	0	0	 	1431	95.91	 	61	4.09	 	1492	2.42
Ulverstone East		                            	0	0	 	0	0	 	0	0	 	0	0	 	15	1.74	 	14	1.62	 	0	0	 	29	3.36	 	393	45.59	 	78	9.05	 	2	0.23	 	15	1.74	 	488	56.61	 	22	2.55	 	16	1.86	 	0	0	 	0	0	 	38	4.41	 	3	0.35	 	0	0	 	0	0	 	3	0.35	 	14	1.62	 	21	2.44	 	3	0.35	 	38	4.41	 	1	0.12	 	5	0.58	 	0	0	 	6	0.7	 	204	23.67	 	27	3.13	 	29	3.36	 	0	0	 	260	30.16	 	0	0	 	862	97.29	 	24	2.71	 	886	1.44
Ulverstone South		                           	6	0.31	 	1	0.05	 	0	0	 	7	0.36	 	27	1.4	 	18	0.93	 	1	0.05	 	46	2.38	 	748	38.78	 	130	6.74	 	16	0.83	 	32	1.66	 	926	48	 	55	2.85	 	39	2.02	 	1	0.05	 	2	0.1	 	97	5.03	 	8	0.41	 	1	0.05	 	0	0	 	9	0.47	 	56	2.9	 	43	2.23	 	3	0.16	 	102	5.29	 	6	0.31	 	4	0.21	 	0	0	 	10	0.52	 	604	31.31	 	51	2.64	 	75	3.89	 	2	0.1	 	732	37.95	 	0	0	 	1929	96.02	 	80	3.98	 	2009	3.26
Ulverstone West		                            	9	0.49	 	4	0.22	 	0	0	 	13	0.7	 	15	0.81	 	17	0.92	 	1	0.05	 	33	1.79	 	732	39.65	 	128	6.93	 	3	0.16	 	32	1.73	 	895	48.48	 	60	3.25	 	26	1.41	 	2	0.11	 	2	0.11	 	90	4.88	 	8	0.43	 	0	0	 	0	0	 	8	0.43	 	32	1.73	 	33	1.79	 	2	0.11	 	67	3.63	 	3	0.16	 	6	0.33	 	0	0	 	9	0.49	 	617	33.42	 	43	2.33	 	70	3.79	 	1	0.05	 	731	39.6	 	0	0	 	1846	97.31	 	51	2.69	 	1897	3.08
Upper Burnie		                               	2	0.14	 	5	0.36	 	0	0	 	7	0.5	 	20	1.43	 	18	1.28	 	1	0.07	 	39	2.78	 	414	29.53	 	134	9.56	 	10	0.71	 	18	1.28	 	576	41.08	 	34	2.43	 	34	2.43	 	3	0.21	 	0	0	 	71	5.06	 	7	0.5	 	1	0.07	 	0	0	 	8	0.57	 	33	2.35	 	27	1.93	 	0	0	 	60	4.28	 	5	0.36	 	8	0.57	 	2	0.14	 	15	1.07	 	435	31.03	 	54	3.85	 	135	9.63	 	2	0.14	 	626	44.65	 	0	0	 	1402	96.29	 	54	3.71	 	1456	2.37
Valley Road		                                	7	0.48	 	3	0.21	 	1	0.07	 	11	0.76	 	3	0.21	 	9	0.62	 	0	0	 	12	0.82	 	583	40.07	 	83	5.7	 	4	0.27	 	30	2.06	 	700	48.11	 	57	3.92	 	24	1.65	 	0	0	 	0	0	 	81	5.57	 	8	0.55	 	1	0.07	 	1	0.07	 	10	0.69	 	15	1.03	 	32	2.2	 	0	0	 	47	3.23	 	4	0.27	 	6	0.41	 	0	0	 	10	0.69	 	486	33.4	 	25	1.72	 	70	4.81	 	3	0.21	 	584	40.14	 	0	0	 	1455	97	 	45	3	 	1500	2.44
Waratah		                                    	1	0.78	 	0	0	 	0	0	 	1	0.78	 	1	0.78	 	1	0.78	 	0	0	 	2	1.56	 	27	21.09	 	11	8.59	 	0	0	 	1	0.78	 	39	30.47	 	3	2.34	 	2	1.56	 	1	0.78	 	0	0	 	6	4.69	 	0	0	 	2	1.56	 	0	0	 	2	1.56	 	6	4.69	 	1	0.78	 	1	0.78	 	8	6.25	 	0	0	 	0	0	 	0	0	 	0	0	 	52	40.63	 	7	5.47	 	11	8.59	 	0	0	 	70	54.69	 	0	0	 	128	97.71	 	3	2.29	 	131	0.21
West Wynyard		                               	1	0.11	 	2	0.22	 	0	0	 	3	0.33	 	11	1.21	 	26	2.87	 	0	0	 	37	4.08	 	297	32.75	 	63	6.95	 	2	0.22	 	9	0.99	 	371	40.9	 	31	3.42	 	24	2.65	 	2	0.22	 	0	0	 	57	6.28	 	4	0.44	 	1	0.11	 	0	0	 	5	0.55	 	34	3.75	 	24	2.65	 	1	0.11	 	59	6.5	 	0	0	 	2	0.22	 	0	0	 	2	0.22	 	308	33.96	 	26	2.87	 	33	3.64	 	6	0.66	 	373	41.12	 	0	0	 	907	96.9	 	29	3.1	 	936	1.52
Wivenhoe		                                   	2	0.48	 	0	0	 	0	0	 	2	0.48	 	11	2.64	 	16	3.85	 	1	0.24	 	28	6.73	 	132	31.73	 	39	9.38	 	1	0.24	 	5	1.2	 	177	42.55	 	13	3.13	 	8	1.92	 	1	0.24	 	0	0	 	22	5.29	 	0	0	 	1	0.24	 	0	0	 	1	0.24	 	9	2.16	 	11	2.64	 	1	0.24	 	21	5.05	 	0	0	 	1	0.24	 	0	0	 	1	0.24	 	127	30.53	 	16	3.85	 	21	5.05	 	0	0	 	164	39.42	 	0	0	 	416	95.41	 	20	4.59	 	436	0.71
Wynyard		                                    	8	0.39	 	3	0.15	 	1	0.05	 	12	0.58	 	41	1.99	 	58	2.82	 	0	0	 	99	4.81	 	711	34.53	 	157	7.63	 	18	0.87	 	36	1.75	 	922	44.78	 	68	3.3	 	42	2.04	 	4	0.19	 	0	0	 	114	5.54	 	12	0.58	 	3	0.15	 	0	0	 	15	0.73	 	80	3.89	 	50	2.43	 	3	0.15	 	133	6.46	 	2	0.1	 	4	0.19	 	0	0	 	6	0.29	 	621	30.16	 	49	2.38	 	87	4.23	 	1	0.05	 	758	36.81	 	0	0	 	2059	96.71	 	70	3.29	 	2129	3.46
Wynyard East		                               	3	0.58	 	2	0.39	 	0	0	 	5	0.97	 	7	1.35	 	7	1.35	 	0	0	 	14	2.71	 	167	32.3	 	28	5.42	 	3	0.58	 	12	2.32	 	210	40.62	 	18	3.48	 	10	1.93	 	2	0.39	 	0	0	 	30	5.8	 	4	0.77	 	0	0	 	0	0	 	4	0.77	 	11	2.13	 	9	1.74	 	1	0.19	 	21	4.06	 	0	0	 	0	0	 	0	0	 	0	0	 	200	38.68	 	8	1.55	 	23	4.45	 	2	0.39	 	233	45.07	 	0	0	 	517	95.74	 	23	4.26	 	540	0.88
Yolla		                                      	1	0.24	 	1	0.24	 	0	0	 	2	0.47	 	16	3.79	 	13	3.08	 	0	0	 	29	6.87	 	145	34.36	 	22	5.21	 	5	1.18	 	9	2.13	 	181	42.89	 	21	4.98	 	3	0.71	 	0	0	 	0	0	 	24	5.69	 	2	0.47	 	2	0.47	 	0	0	 	4	0.95	 	28	6.64	 	16	3.79	 	2	0.47	 	46	10.9	 	2	0.47	 	1	0.24	 	0	0	 	3	0.71	 	105	24.88	 	13	3.08	 	13	3.08	 	2	0.47	 	133	31.52	 	0	0	 	422	98.14	 	8	1.86	 	430	0.7
Special Hospitals		                          	9	1.89	 	2	0.42	 	0	0	 	11	2.32	 	10	2.11	 	1	0.21	 	0	0	 	11	2.32	 	268	56.42	 	4	0.84	 	0	0	 	1	0.21	 	273	57.47	 	12	2.53	 	1	0.21	 	0	0	 	0	0	 	13	2.74	 	2	0.42	 	0	0	 	0	0	 	2	0.42	 	7	1.47	 	0	0	 	0	0	 	7	1.47	 	5	1.05	 	0	0	 	0	0	 	5	1.05	 	148	31.16	 	2	0.42	 	3	0.63	 	0	0	 	153	32.21	 	0	0	 	475	96.54	 	17	3.46	 	492	0.8
Total Ordinary		                             	164	0.33	 	98	0.19	 	11	0.02	 	273	0.54	 	674	1.34	 	778	1.54	 	28	0.06	 	1480	2.94	 	18517	36.75	 	4068	8.07	 	242	0.48	 	926	1.84	 	23753	47.15	 	1620	3.22	 	992	1.97	 	83	0.16	 	19	0.04	 	2714	5.39	 	226	0.45	 	64	0.13	 	7	0.01	 	297	0.59	 	1597	3.17	 	1049	2.08	 	50	0.1	 	2696	5.35	 	123	0.24	 	123	0.24	 	4	0.01	 	250	0.5	 	14953	29.68	 	1286	2.55	 	2598	5.16	 	80	0.16	 	18917	37.55	 	0	0	 	50380	96.76	 	1689	3.24	 	52069	84.6
ABSENT		                                     	6	0.17	 	6	0.17	 	1	0.03	 	13	0.36	 	39	1.09	 	52	1.45	 	5	0.14	 	96	2.67	 	1264	35.2	 	294	8.19	 	19	0.53	 	69	1.92	 	1646	45.84	 	139	3.87	 	74	2.06	 	6	0.17	 	0	0	 	219	6.1	 	15	0.42	 	6	0.17	 	0	0	 	21	0.58	 	177	4.93	 	134	3.73	 	6	0.17	 	317	8.83	 	13	0.36	 	7	0.19	 	1	0.03	 	21	0.58	 	964	26.84	 	96	2.67	 	183	5.1	 	15	0.42	 	1258	35.03	 	0	0	 	3591	97.9	 	77	2.1	 	3668	5.96
POSTAL		                                     	8	0.31	 	1	0.04	 	0	0	 	9	0.35	 	42	1.62	 	38	1.47	 	4	0.15	 	84	3.24	 	1057	40.76	 	249	9.6	 	12	0.46	 	48	1.85	 	1366	52.68	 	96	3.7	 	43	1.66	 	7	0.27	 	1	0.04	 	147	5.67	 	12	0.46	 	2	0.08	 	0	0	 	14	0.54	 	131	5.05	 	66	2.55	 	4	0.15	 	201	7.75	 	20	0.77	 	4	0.15	 	0	0	 	24	0.93	 	593	22.87	 	40	1.54	 	110	4.24	 	5	0.19	 	748	28.85	 	0	0	 	2593	98.63	 	36	1.37	 	2629	4.27
PRE_POLL		                                   	6	0.26	 	6	0.26	 	1	0.04	 	13	0.57	 	36	1.59	 	27	1.19	 	1	0.04	 	64	2.82	 	841	37.11	 	143	6.31	 	16	0.71	 	27	1.19	 	1027	45.32	 	98	4.32	 	36	1.59	 	7	0.31	 	0	0	 	141	6.22	 	16	0.71	 	1	0.04	 	1	0.04	 	18	0.79	 	139	6.13	 	65	2.87	 	1	0.04	 	205	9.05	 	6	0.26	 	5	0.22	 	0	0	 	11	0.49	 	657	28.99	 	47	2.07	 	79	3.49	 	4	0.18	 	787	34.73	 	0	0	 	2266	98.22	 	41	1.78	 	2307	3.75
PROVISIONAL		                                	7	0.83	 	6	0.71	 	0	0	 	13	1.54	 	12	1.42	 	5	0.59	 	0	0	 	17	2.01	 	259	30.69	 	28	3.32	 	5	0.59	 	9	1.07	 	301	35.66	 	26	3.08	 	8	0.95	 	3	0.36	 	2	0.24	 	39	4.62	 	8	0.95	 	2	0.24	 	0	0	 	10	1.18	 	46	5.45	 	15	1.78	 	0	0	 	61	7.23	 	3	0.36	 	1	0.12	 	0	0	 	4	0.47	 	338	40.05	 	31	3.67	 	27	3.2	 	3	0.36	 	399	47.27	 	0	0	 	844	96.57	 	30	3.43	 	874	1.42
ADJUSTMENT		                                 	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0	
Division Summary		                           	191	0.32	 	117	0.2	 	13	0.02	 	321	0.54	 	803	1.35	 	900	1.51	 	38	0.06	 	1741	2.92	 	21938	36.76	 	4782	8.01	 	294	0.49	 	1079	1.81	 	28093	47.08	 	1979	3.32	 	1153	1.93	 	106	0.18	 	22	0.04	 	3260	5.46	 	277	0.46	 	75	0.13	 	8	0.01	 	360	0.6	 	2090	3.5	 	1329	2.23	 	61	0.1	 	3480	5.83	 	165	0.28	 	140	0.23	 	5	0.01	 	310	0.52	 	17505	29.33	 	1500	2.51	 	2997	5.02	 	107	0.18	 	22109	37.05	 	0	0	 	59674	96.96	 	1873	3.04	 	61547	97
 																																																																																																																						


Denison (67097)																																																																																																																						

	   		 A Natural Law Party												 B National Party of Australia - Tasmania												 C Liberal Party of Australia - Tasmanian Division															 D Australian Democrats															 E Australian Women's Party												 F Tasmanian Greens												 G Call to Australia (Fred Nile) Group												 H Australian Labor Party (Tasmanian Branch)															Ungrouped										
    			TICKET VOTES			BROSZCZYK			HARLOW			Group Total			TICKET VOTES			JACKSON			CLAYTON			Group Total			TICKET VOTES			# NEWMAN			# CALVERT			# WATSON			Group Total			TICKET VOTES			BELL			ONSMAN			TATTERSALL			Group Total			TICKET VOTES			ANDERSEN			MACQUEEN			Group Total			TICKET VOTES			# BROWN			DALE			Group Total			TICKET VOTES			ROGERS			ROGERS			Group Total			TICKET VOTES			# MACKAY			# SHERRY			TOUBER			Group Total			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Gregory			James									Mary			Jeff									Jocelyn			Paul			John									Robert			Julia			Philip J									Clair			Lin									Bob			Janet									Don			Beryl									Sue			Nick			Charles																
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Abbotsfield		                                	3	0.2	 	3	0.2	 	0	0	 	6	0.4	 	8	0.53	 	4	0.26	 	0	0	 	12	0.79	 	317	20.98	 	77	5.1	 	13	0.86	 	12	0.79	 	419	27.73	 	45	2.98	 	34	2.25	 	5	0.33	 	0	0	 	84	5.56	 	18	1.19	 	2	0.13	 	0	0	 	20	1.32	 	37	2.45	 	30	1.99	 	1	0.07	 	68	4.5	 	5	0.33	 	1	0.07	 	0	0	 	6	0.4	 	697	46.13	 	69	4.57	 	119	7.88	 	11	0.73	 	896	59.3	 	0	0	 	1511	96.67	 	52	3.33	 	1563	2.41
Albuera		                                    	0	0	 	1	0.23	 	0	0	 	1	0.23	 	0	0	 	0	0	 	0	0	 	0	0	 	114	26.21	 	19	4.37	 	5	1.15	 	2	0.46	 	140	32.18	 	20	4.6	 	38	8.74	 	1	0.23	 	0	0	 	59	13.56	 	4	0.92	 	0	0	 	0	0	 	4	0.92	 	53	12.18	 	57	13.1	 	1	0.23	 	111	25.52	 	0	0	 	0	0	 	0	0	 	0	0	 	87	20	 	14	3.22	 	17	3.91	 	2	0.46	 	120	27.59	 	0	0	 	435	96.45	 	16	3.55	 	451	0.7
Austins Ferry		                              	5	0.38	 	1	0.08	 	0	0	 	6	0.46	 	4	0.31	 	0	0	 	0	0	 	4	0.31	 	331	25.29	 	95	7.26	 	20	1.53	 	10	0.76	 	456	34.84	 	49	3.74	 	30	2.29	 	0	0	 	0	0	 	79	6.04	 	6	0.46	 	1	0.08	 	1	0.08	 	8	0.61	 	38	2.9	 	30	2.29	 	1	0.08	 	69	5.27	 	0	0	 	2	0.15	 	0	0	 	2	0.15	 	531	40.57	 	54	4.13	 	96	7.33	 	4	0.31	 	685	52.33	 	0	0	 	1309	97.69	 	31	2.31	 	1340	2.07
Battery Point		                              	1	0.09	 	0	0	 	0	0	 	1	0.09	 	0	0	 	3	0.27	 	1	0.09	 	4	0.36	 	302	27.5	 	76	6.92	 	19	1.73	 	13	1.18	 	410	37.34	 	38	3.46	 	83	7.56	 	2	0.18	 	0	0	 	123	11.2	 	3	0.27	 	2	0.18	 	1	0.09	 	6	0.55	 	103	9.38	 	149	13.57	 	3	0.27	 	255	23.22	 	0	0	 	2	0.18	 	0	0	 	2	0.18	 	215	19.58	 	53	4.83	 	22	2	 	7	0.64	 	297	27.05	 	0	0	 	1098	96.32	 	42	3.68	 	1140	1.76
Bowen Road		                                 	10	0.53	 	7	0.37	 	0	0	 	17	0.91	 	8	0.43	 	4	0.21	 	0	0	 	12	0.64	 	384	20.49	 	115	6.14	 	34	1.81	 	6	0.32	 	539	28.76	 	75	4	 	69	3.68	 	5	0.27	 	0	0	 	149	7.95	 	9	0.48	 	2	0.11	 	0	0	 	11	0.59	 	70	3.74	 	54	2.88	 	3	0.16	 	127	6.78	 	2	0.11	 	11	0.59	 	1	0.05	 	14	0.75	 	696	37.14	 	122	6.51	 	181	9.66	 	6	0.32	 	1005	53.63	 	0	0	 	1874	95.32	 	92	4.68	 	1966	3.04
Brent Street		                               	3	0.41	 	1	0.14	 	0	0	 	4	0.55	 	3	0.41	 	2	0.27	 	0	0	 	5	0.69	 	182	24.97	 	38	5.21	 	10	1.37	 	3	0.41	 	233	31.96	 	25	3.43	 	24	3.29	 	1	0.14	 	0	0	 	50	6.86	 	2	0.27	 	5	0.69	 	0	0	 	7	0.96	 	19	2.61	 	6	0.82	 	1	0.14	 	26	3.57	 	2	0.27	 	1	0.14	 	0	0	 	3	0.41	 	300	41.15	 	45	6.17	 	48	6.58	 	8	1.1	 	401	55.01	 	0	0	 	729	96.05	 	30	3.95	 	759	1.17
Cascades		                                   	4	0.42	 	3	0.31	 	0	0	 	7	0.73	 	1	0.1	 	3	0.31	 	1	0.1	 	5	0.52	 	168	17.46	 	42	4.37	 	12	1.25	 	7	0.73	 	229	23.8	 	45	4.68	 	56	5.82	 	1	0.1	 	0	0	 	102	10.6	 	4	0.42	 	2	0.21	 	0	0	 	6	0.62	 	101	10.5	 	161	16.74	 	2	0.21	 	264	27.44	 	2	0.21	 	3	0.31	 	0	0	 	5	0.52	 	262	27.23	 	40	4.16	 	36	3.74	 	6	0.62	 	344	35.76	 	0	0	 	962	96.59	 	34	3.41	 	996	1.54
