State;Ticket;Group;Ballot Position;Member;Candidate;Party;Gender;Order Elected;Term Expires
VIC;D;UNI;4;;SWART, Ricci;UNI;F;0;
VIC;D;UNI;5;;ROSE, Markham;UNI;M;0;
VIC;D;UNI;6;;CEROLINI, Vivien;UNI;F;0;
VIC;D;UNI;7;;IMAM, Naji;UNI;M;0;
VIC;D;UNI;8;;KALANTZIS, Mary;UNI;F;0;
VIC;E;GRN;1;;CLARKE, Charmaine;GRN;F;0;
VIC;E;GRN;2;;RISSTROM, David;GRN;M;0;
VIC;E;GRN;3;;CONOR, Liz;GRN;F;0;
VIC;F;SEP;1;;PHILLIPS, Sue;SEP;F;0;
VIC;F;SEP;2;;MARSHALL, Will;SEP;M;0;
VIC;G;NDP;1;;SMITH, Gareth;NDP;M;0;
VIC;G;NDP;2;;GRECH, Jacob;NDP;M;0;
VIC;H;ARP;1;;MATHIESON, Ray;ARP;M;0;
VIC;H;ARP;2;;DRANE, Ted;ARP;M;0;
VIC;I;AWP;1;;NICHOLSON, Deb;AWP;F;0;
VIC;I;AWP;2;;O'BRIEN, Pat;AWP;F;0;
VIC;J;DLP;1;;MULHOLLAND, John;DLP;M;0;
VIC;J;DLP;2;;CREA, Pat;DLP;M;0;
VIC;K;ALP;1;;CONROY, Stephen;ALP;M;0;
VIC;K;ALP;2;;CARR, Kim;ALP;M;0;
VIC;K;ALP;3;;COLLINS, Jacinta;ALP;F;0;
VIC;K;ALP;4;;BOYLE, Wendy;ALP;F;0;
VIC;L;LNP;1;;TROETH, Judith;LP;F;0;
VIC;L;LNP;2;;MCGAURAN, Julian John;NP;M;0;
VIC;L;LNP;3;;TCHEN, Tsebin;LP;M;0;
VIC;L;LNP;4;;SYNON, Karen;LP;F;0;
VIC;L;LNP;5;;DE MARCHI, Dino;LP;M;0;
VIC;L;LNP;6;;MACGOWAN, Anna;LP;F;0;
VIC;M;FCP;1;;HAIDAR, Abboud;ACS;M;0;
VIC;M;FCP;2;;ABBOTTO, John Murray;FLR;M;0;
VIC;N;CTA;1;;GRAHAM, Murray;CTA;M;0;
VIC;N;CTA;2;;COOK, Ken;CTA;M;0;
VIC;O;FST;1;;MCCORMACK, Denis;FST;M;0;
VIC;O;FST;2;;GODFREY, Colin V;FST;M;0;
VIC;P;HAN;1;;SPENCER, Robyn Marion;HAN;F;0;
VIC;P;HAN;2;;BUCKLEY, Ben;HAN;M;0;
VIC;Q;NLP;1;;RIGBY, Byron;NLP;M;0;
VIC;Q;NLP;2;;SCHLAGER, Raymond;NLP;M;0;
VIC;Q;NLP;3;;SCURFIELD, Lorna;NLP;F;0;
VIC;R;ASP;1;;EAMES, Graham;ASP;M;0;
VIC;R;ASP;2;;SAYERS, Neville;ASP;M;0;
VIC;R;ASP;3;;HUTCHISON, Alan;ASP;M;0;
VIC;R;ASP;4;;FORBES, Graeme;ASP;M;0;
VIC;S;DSL;1;;WILLIAMS, Jo;DSL;F;0;
VIC;S;DSL;2;;HEARMAN, Vannessa;DSL;F;0;
VIC;T;CEC;1;;ISHERWOOD, Craig W;CEC;M;0;
VIC;T;CEC;2;;BARWICK, Robert;CEC;M;0;
VIC;UG;;1;;MURGATROYD, Cecil G;;M;0;
VIC;UG;;2;;PECH, M H;IND;M;0;
VIC;UG;;3;;SMITH, Graham;IND;M;0;
VIC;UG;;4;;HEFFRON, David;IND;M;0;
VIC;UG;;5;;MCCLURE, Malcolm;IND;M;0;
QLD;A;QF;1;;COLSTON, David Andrew;QF;M;0;
QLD;A;QF;2;;COLSTON, Dawn Patricia;QF;F;0;
QLD;B;;1;;LINSLEY, Jan;;F;0;
QLD;B;;2;;MEREDITH, Percy;;M;0;
QLD;C;;1;;PAYNE, Noel Andrew;;M;0;
QLD;C;;2;;PAVIER, Jim;;M;0;
QLD;D;UNI;1;;FONG, Harry;UNI;M;0;
QLD;D;UNI;2;;TOOGOOD, Chris;UNI;M;0;
QLD;E;NP;1;;O'CHEE, Bill;NP;M;0;
QLD;E;NP;2;;BRADLEY, Thomas Joseph;NP;M;0;
QLD;E;NP;3;;COBB, Teresa M.;NP;F;0;
QLD;F;FST;1;;NAGLE, Eric;FST;M;0;
QLD;F;FST;2;;DUKE, Klaus;FST;M;0;
QLD;G;CTA;1;;BRADFORD, John;CTA;M;0;
QLD;G;CTA;2;;BLACKMAN, Kerry;CTA;M;0;
QLD;G;CTA;3;;MACKENZIE, Judy;CTA;F;0;
QLD;H;FLR;1;;WEEDON, Barry Francis;FLR;M;0;
QLD;H;FLR;2;;SOMERS, Robyn Ellen;FLR;F;0;
QLD;I;HAN;1;;HILL, Heather;HAN;F;0;
QLD;I;HAN;2;;HARRIS, Len;HAN;M;0;
QLD;I;HAN;3;;GORDON, Sue;HAN;F;0;
QLD;I;HAN;4;;ANNING, David;HAN;M;0;
QLD;I;HAN;5;;EVANS, Barry John;HAN;M;0;
QLD;J;CEC;1;;HETHERINGTON, Maurice;CEC;M;0;
QLD;J;CEC;2;;GILLHAM, Ray;CEC;M;0;
QLD;K;OAP;1;;ZOCCHI, Mario;OAP;M;0;
QLD;K;OAP;2;;BUCKLEY, Ray;OAP;M;0;
QLD;L;NLP;1;;WILSON, Geoff;NLP;M;0;
QLD;L;NLP;2;;MCKENZIE, Dorothy;NLP;F;0;
QLD;M;ARP;1;;MOLONEY, Brenda Mary;ARP;F;0;
QLD;M;ARP;2;;FLEMING, Terry;ARP;M;0;
QLD;N;DEM;1;;WOODLEY, John;DEM;M;0;
QLD;N;DEM;2;;CHERRY, John Clifford;DEM;M;0;
QLD;N;DEM;3;;BATHURST, Megan Jane;DEM;F;0;
QLD;O;ACS;1;;THE FAMILY COURT REFUSES MY DAUR, Bruce;ACS;M;0;
QLD;O;ACS;2;;SOUTHALL, Steve;ACS;M;0;
QLD;P;ALP;1;;MCLUCAS, Jan;ALP;F;0;
QLD;P;ALP;2;;LUDWIG, Joe;ALP;M;0;
QLD;P;ALP;3;;PIASECKI, Jann;ALP;F;0;
QLD;Q;LP;1;;PARER, Warwick;LP;M;0;
QLD;Q;LP;2;;MASON, Brett;LP;M;0;
QLD;Q;LP;3;;MACGIBBON, David;LP;M;0;
QLD;Q;LP;4;;KEMBER, Deborah;LP;F;0;
QLD;R;AWP;1;;KELLY, Mary;AWP;F;0;
QLD;R;AWP;2;;HUGHEY, Jenny;AWP;F;0;
QLD;S;;1;;JOHNSTON, Selwyn N. L.;;M;0;
QLD;S;;2;;JOHNSTON, Aaron M.;;M;0;
QLD;T;DSL;1;;GIANNIOTIS, Andy;DSL;M;0;
QLD;T;DSL;2;;WYNTER, Coral;DSL;F;0;
QLD;U;GRN;1;;HUTTON, Drew;GRN;M;0;
QLD;U;GRN;2;;MAHONEY, Desiree;GRN;F;0;
QLD;U;GRN;3;;GWIN, Chris;GRN;M;0;
QLD;UG;;1;;MACNEVIN, Michelle J.;IND;F;0;
QLD;UG;;2;;SHARPLES, Terry;IND;M;0;
QLD;UG;;3;;DALTON, Kenny;IND;M;0;
QLD;UG;;4;;HODGETTS, Doug;IND;M;0;
QLD;UG;;5;;PEACH, Bryan;IND;M;0;
WA;A;HAN;1;;FISCHER, John;HAN;M;0;
WA;A;HAN;2;;TINCKNELL, Colin;HAN;M;0;
WA;A;HAN;3;;SUTER, Martin;HAN;M;0;
WA;B;ASP;1;;MOTTERAM, Raymond William;ASP;M;0;
WA;B;ASP;2;;TAYLOR, Ken;ASP;M;0;
WA;C;NP;1;;MORGAN, Beryle;NP;F;0;
WA;C;NP;2;;MASLEN, Dudley;NP;M;0;
WA;D;NLP;1;;KAILIS, George;NLP;M;0;
WA;D;NLP;2;;D'CRUZ, Cathryn;NLP;F;0;
WA;E;LP;1;;ELLISON, Christopher;LP;M;0;
WA;E;LP;2;;CAMPBELL, Ian Gordon;LP;M;0;
WA;E;LP;3;;KNOWLES, Sue;LP;F;0;
WA;E;LP;4;;IVANKOVIC, Ivan;LP;M;0;
WA;F;TPS;1;;BATESON, Alan;TPS;M;0;
WA;F;TPS;2;;FINNEY, Rick;TPS;M;0;
WA;G;UNI;1;;WILKES, Ted;UNI;M;0;
WA;G;UNI;2;;LEUNG, Mai-Yie;UNI;F;0;
WA;G;UNI;3;;CAREY, Michael John;UNI;M;0;
WA;H;ACS;1;;GRIFFIN, Brendan;ACS;M;0;
WA;H;ACS;2;;JOHNSON, Sam;ACS;M;0;
WA;I;CEC;1;;DRAKE, Tony;CEC;M;0;
WA;I;CEC;2;;ROBINSON, Jean;CEC;F;0;
WA;J;ALP;1;;COOK, Peter;ALP;M;0;
WA;J;ALP;2;;EVANS, Chris;ALP;M;0;
WA;J;ALP;3;;GRIFFITHS, Rhonda;ALP;F;0;
WA;J;ALP;4;;ELLERY, Sue;ALP;F;0;
WA;J;ALP;5;;ANDERSON, Lois;ALP;F;0;
WA;J;ALP;6;;FOO, Chilip;ALP;M;0;
WA;K;DSL;1;;STEPHEN, Sarah;DSL;F;0;
WA;K;DSL;2;;JORQUERA, Roberto;DSL;M;0;
WA;L;CTA;1;;MOSELEY, Justin;CTA;M;0;
WA;L;CTA;2;;JOHNSON, Peter;CTA;M;0;
WA;M;GWA;1;;MARGETTS, Dee;GWA;F;0;
WA;M;GWA;2;;DAVIES, Kayt;GWA;F;0;
WA;M;GWA;3;;XAMON, Alison;GWA;F;0;
WA;N;;1;;HOBBS, Kate;;F;0;
WA;N;;2;;BESSANT, Morris;;M;0;
WA;O;;1;;TORR, Joan;;F;0;
WA;O;;2;;PRATT, C Roger;;M;0;
WA;P;DEM;1;;GREIG, Brian;DEM;M;0;
WA;P;DEM;2;;CRABBE, Stephen G;DEM;M;0;
WA;P;DEM;3;;CLIFFORD, Margot;DEM;F;0;
WA;Q;RPA;1;;O'DONNELL, Michael;RPA;M;0;
WA;Q;RPA;2;;MCNALLY, Kerry;RPA;M;0;
WA;UG;;1;;GARCIA, Rod;IND;M;0;
SA;A;CTA;1;;RANDALL, Bob;CTA;M;0;
SA;A;CTA;2;;SINCLAIR, Colin;CTA;M;0;
SA;B;FST;1;;DAVIS, Peter;FST;M;0;
SA;B;FST;2;;FRADD, Bill;FST;M;0;
SA;C;DEM;1;;LEES, Meg;DEM;F;0;
SA;C;DEM;2;;PILLING, Michael;DEM;M;0;
SA;C;DEM;3;;BOWIE, Alex;DEM;M;0;
SA;C;DEM;4;;APPONYI, Natalija Ruta;DEM;F;0;
SA;D;;1;;SIMMONS, Lindsay;;F;0;
SA;D;;2;;BROWN, Pat;;F;0;
SA;E;;1;;HARMS, Chris;;M;0;
SA;E;;2;;HARMS, Kirsti;;F;0;
SA;F;LP;1;;VANSTONE, Amanda;LP;F;0;
SA;F;LP;2;;MINCHIN, Nick;LP;M;0;
SA;F;LP;3;;FERGUSON, Alan;LP;M;0;
SA;F;LP;4;;DE LEO, Joy;LP;F;0;
SA;G;CEC;1;;TONKIN, Tommy;CEC;M;0;
SA;G;CEC;2;;FELEPPA, Pompeo;CEC;M;0;
SA;H;DSL;1;;SJOBERG, Melanie;DSL;F;0;
SA;H;DSL;2;;NEWNAM, Kathy;DSL;F;0;
SA;I;GRN;1;;WILKINS, Craig;GRN;M;0;
SA;I;GRN;2;;DRUMMOND, Michelle;GRN;F;0;
SA;J;HAN;1;;SPENCER, Len;HAN;M;0;
SA;J;HAN;2;;RUMBELOW, Malcolm John;HAN;M;0;
SA;J;HAN;3;;REIMANN, Monica;HAN;F;0;
SA;K;ALP;1;;BOLKUS, Nick;ALP;M;0;
SA;K;ALP;2;;QUIRKE, John;ALP;M;0;
SA;K;ALP;3;;HENDER, Bill;ALP;M;0;
SA;L;;1;;PFITZNER-EU, Bernice;;F;0;
SA;L;;2;;ERIKSEN, Erik;;M;0;
SA;L;;3;;HEYLEN, Sean;;M;0;
SA;M;NP;1;;WAYLAND, Ellis;NP;M;0;
SA;M;NP;2;;DIXON-THOMPSON, Robin;NP;M;0;
SA;UG;;1;;RUSSELL-TAYLOR, Neil;IND;M;0;
SA;UG;;2;;NEAVE, Graham;IND;M;0;
TAS;A;ACS;1;;HICKMAN, Ian;ACS;M;0;
TAS;A;ACS;2;;LOMBARDI, Fred;ACS;M;0;
TAS;B;GRN;1;;CROSSLEY, Louise;GRN;F;0;
TAS;B;GRN;2;;BAPTIST, Simon;GRN;M;0;
TAS;C;LP;1;;ABETZ, Eric;LP;M;0;
TAS;C;LP;2;;GIBSON, Brian;LP;M;0;
TAS;C;LP;3;;BARNETT, Guy;LP;M;0;
TAS;C;LP;4;;COLLENETTE, Peter;LP;M;0;
TAS;D;DSL;1;;EMANUEL, Kamala;DSL;F;0;
TAS;D;DSL;2;;JAMIESON, Ian;DSL;M;0;
TAS;E;TFP;1;;PICKFORD, David;TFP;M;0;
TAS;E;TFP;2;;JACKSON, David;TFP;M;0;
TAS;E;TFP;3;;ABBLITT, Petita;TFP;F;0;
TAS;F;CTA;1;;ROGERS, Don;CTA;M;0;
TAS;F;CTA;2;;ROGERS, Beryl;CTA;F;0;
TAS;G;DEM;1;;BELL, Robert;DEM;M;0;
TAS;G;DEM;2;;BUTLER, Debbie;DEM;F;0;
TAS;G;DEM;3;;IVORY, Chris;DEM;M;0;
TAS;H;HAR;1;;HARRADINE, Brian;HAR;M;0;
TAS;I;ALP;1;;O'BRIEN, Kerry;ALP;M;0;
TAS;I;ALP;2;;MURPHY, Shayne;ALP;M;0;
TAS;I;ALP;3;;DENMAN, Kay;ALP;F;0;
TAS;J;RPA;1;;SHERIDAN, Jenny;RPA;F;0;
TAS;J;RPA;2;;DARE, Rena;RPA;F;0;
TAS;K;HAN;1;;STOKES, Peter;HAN;M;0;
TAS;K;HAN;2;;CARTWRIGHT, Michael;HAN;M;0;
TAS;K;HAN;3;;SPICER, Leigh;HAN;M;0;
TAS;L;AWP;1;;MACQUEEN, Lin;AWP;F;0;
TAS;L;AWP;2;;BINDON, Carolyn;AWP;F;0;
TAS;UG;;1;;JAMIESON, Norma;IND;F;0;
TAS;UG;;2;;HEATHORN, Laurie;IND;M;0;
TAS;UG;;3;;SULI, Steven;IND;M;0;
ACT;A;ACS;1;;ROGERS, Peter Leonard;ACS;M;0;
ACT;A;ACS;2;;HARDY, Anthony;ACS;M;0;
ACT;B;HAN;1;;O'BRIEN, Estelle;HAN;F;0;
ACT;B;HAN;2;;LEYLAND, Jeremy;HAN;M;0;
ACT;C;AWP;1;;HARIDAN, Annette M;AWP;F;0;
ACT;C;AWP;2;;EDWARDS, Susanne J;AWP;F;0;
ACT;D;LP;1;;REID, Margaret;LP;F;0;
ACT;D;LP;2;;RICHARDS, Gayle;LP;F;0;
ACT;E;DEM;1;;FARLEY, Rick;DEM;M;0;
ACT;E;DEM;2;;SIEVERS, Wayne;DEM;M;0;
ACT;F;ALP;1;;LUNDY, Kate;ALP;F;0;
ACT;F;ALP;2;;CONWAY, Peter Michael;ALP;M;0;
ACT;G;GRN;1;;FOSKEY, Deb;GRN;F;0;
ACT;G;GRN;2;;CHRISTIAN, Lesley Anne;GRN;F;0;
ACT;UG;;1;;HARRIS, Cec;IND;M;0;
ACT;UG;;2;;EDGAR, Andrew;IND;M;0;
ACT;UG;;3;;MILLER, John;CTA;M;0;
NT;A;GRN;1;;MARTIN, Lex;GRN;M;0;
NT;A;GRN;2;;GOUGH, Andy;GRN;M;0;
NT;B;CLP;1;;TAMBLING, Grant;CLP;M;0;
NT;B;CLP;2;;AUSTIN, Maisie Pauline;CLP;F;0;
NT;C;DEM;1;;EDWARDS, Victor;DEM;M;0;
NT;C;DEM;2;;CLEMENTS, Peter;DEM;M;0;
NT;D;HAN;1;;HAGGER, Ted;HAN;M;0;
NT;D;HAN;2;;MILLS, Dee;HAN;F;0;
NT;E;ALP;1;;CROSSIN, Trish;ALP;F;0;
NT;E;ALP;2;;PHILLIPS, Charlie;ALP;M;0;
NT;UG;;1;;POLKE, Jonathan;IND;M;0;
