State;Division;Ballot Position;Member;Candidate;Party;Gender;Vote;Vote Percent;Swing
NSW;Blaxland;1;#;HATTON, Michael John;ALP;M;44096;61.42;2.71
NSW;Blaxland;2;;HUA, Matthew;DEM;M;1733;2.41;-1.05
NSW;Blaxland;3;;LAURENCE, Kylie Mary;CTA;F;1623;2.26;0.93
NSW;Blaxland;4;;DONNELLY, Benjamin;GRN;M;1107;1.54;1.54
NSW;Blaxland;5;;SHELLEY, Maureen;LP;F;15649;21.80;-9.25
NSW;Blaxland;6;;ABOU-GHAIDA, Hussein;HAN;M;5052;7.04;7.04
NSW;Blaxland;7;;HASSAPIS, Harold;UNI;M;2536;3.53;3.53
NSW;Blaxland;904;;;AFI;;0;0.00;-2.75
NSW;Blaxland;907;;;NLP;;0;0.00;-0.25
NSW;Blaxland;997;;;OTH;;0;0.00;-2.45
NSW;Bradfield;1;;KIELY, Alexandra Louisa;NLP;F;412;0.56;0.27
NSW;Bradfield;2;#;NELSON, Brendan;LP;M;47725;64.37;-0.38
NSW;Bradfield;3;;WEBECK, Robert;HAN;M;2832;3.82;3.82
NSW;Bradfield;4;;ALLAS, Marc;GRN;M;2218;2.99;-0.47
NSW;Bradfield;5;;RATCLIFFE, Margaret;CTA;F;1228;1.66;-0.10
NSW;Bradfield;6;;KAILAINATHAN, Nadesu;ALP;M;13937;18.80;2.99
NSW;Bradfield;7;;MORRIS, Carmel Monique Duryea;DEM;F;5791;7.81;-1.46
NSW;Bradfield;901;;;AFI;;0;0.00;-3.45
NSW;Bradfield;997;;;OTH;;0;0.00;-1.23
NSW;Calare;1;;GLEESON, Martin;HAN;M;7954;10.92;10.92
NSW;Calare;2;#;ANDREN, Peter;IND;M;29522;40.55;11.18
NSW;Calare;3;;SLOANE, Garry;LP;M;7640;10.49;-5.24
NSW;Calare;4;;LAMBERT, Joan;GRN;F;676;0.93;-0.85
NSW;Calare;5;;BLUME, Rod;NP;M;8556;11.75;-9.04
NSW;Calare;6;;SAUL, Ben;DEM;M;581;0.80;-0.36
NSW;Calare;7;;SIMPSON, David;CEC;M;168;0.23;0.23
NSW;Calare;8;;CORKIN, Terence;ALP;M;17425;23.93;-5.03
NSW;Calare;9;;EDWARDS, Nelle;UNI;F;290;0.40;0.40
NSW;Calare;901;;;CTA;;0;0.00;-1.97
NSW;Calare;906;;;NLP;;0;0.00;-0.23
NSW;Charlton;1;;YOUNG, Pamela;HAN;F;9664;12.03;12.03
NSW;Charlton;2;;GOURLAY, Ralph;CTA;M;2494;3.11;3.11
NSW;Charlton;3;;ROSS, Nathan;GRN;M;2679;3.34;-1.66
NSW;Charlton;4;;BISGROVE, Stephen;DEM;M;3689;4.59;-3.80
NSW;Charlton;5;#;HOARE, Kelly;ALP;F;39604;49.32;-0.68
NSW;Charlton;6;;GATGENS, Bruce;LP;M;22175;27.61;-5.86
NSW;Charlton;904;;;AFI;;0;0.00;-3.14
NSW;Chifley;1;;OWEN, Andrew;DEM;M;3595;4.90;-4.15
NSW;Chifley;2;;WYNESS, Joseph;CTA;M;1520;2.07;-0.68
NSW;Chifley;3;;VINCENT, Dave;IND;M;761;1.04;1.04
NSW;Chifley;4;;NOLAN, Robert Wayne;GRN;M;1014;1.38;1.38
NSW;Chifley;5;;COLES, John;LP;M;14485;19.73;-7.11
NSW;Chifley;6;#;PRICE, Roger;ALP;M;43496;59.26;1.30
NSW;Chifley;7;;DAMJANOVIC, Joe;HAN;M;7400;10.08;10.08
NSW;Chifley;8;;RAZAVIKASHAN, Zahra;NLP;F;162;0.22;-0.66
NSW;Chifley;9;;PIO, Aooe Boyd;UNI;M;969;1.32;1.32
NSW;Chifley;997;;;OTH;;0;0.00;-2.52
NSW;Cook;1;;ABDURAHMAN, Zanthe;UNI;F;1103;1.49;1.49
NSW;Cook;2;#;BAIRD, Bruce;LP;M;37075;50.22;-4.88
NSW;Cook;3;;RICHARDSON, Terri;DEM;F;3147;4.26;-3.86
NSW;Cook;4;;KAYE, John;GRN;M;1556;2.11;2.11
NSW;Cook;5;;YOUNG, Peri;ALP;F;22850;30.95;-0.44
NSW;Cook;6;;BOEHM, Darren;IND;M;997;1.35;1.35
NSW;Cook;7;;SMITH, Malcolm;CTA;M;948;1.28;1.28
NSW;Cook;8;;KIMBERLEY, Gareth;HAN;M;6144;8.32;8.32
NSW;Cook;902;;;RARI;;0;0.00;-3.96
NSW;Cook;997;;;OTH;;0;0.00;-1.43
NSW;Cowper;1;;CRANNY, Jillian;GRN;F;2960;4.04;-2.20
NSW;Cowper;2;;SEKFY, Paul;ALP;M;24213;33.02;1.03
NSW;Cowper;3;;WILLEY, John;HAN;M;11234;15.32;15.32
NSW;Cowper;4;;CORBEN, Paul Anthony;DEM;M;2570;3.50;-1.98
NSW;Cowper;5;#;NEHL, Garry;NP;M;30810;42.01;-14.28
NSW;Cowper;6;;SPENCER, Mark;IND;M;1550;2.11;2.11
NSW;Cunningham;1;;CURTIS, John;HAN;M;5378;7.57;7.57
NSW;Cunningham;2;;PERROTT, Margaret;DSL;F;663;0.93;0.93
NSW;Cunningham;3;;COLUCCIO, Frank;IND;M;515;0.73;0.73
NSW;Cunningham;4;;ROBINSON, Les;GRN;M;3158;4.45;-1.39
NSW;Cunningham;5;;IVANEZA, Stephen Zeljko;DEM;M;4108;5.79;0.80
NSW;Cunningham;6;;VAN DER HORN, Jennifer Cynthia;UNI;F;550;0.77;0.77
NSW;Cunningham;7;#;MARTIN, Stephen;ALP;M;37592;52.94;0.35
NSW;Cunningham;8;;AKHURST, Alan;LP;M;17285;24.34;-5.47
NSW;Cunningham;9;;O'NEILL, Robert;CTA;M;1755;2.47;-0.16
NSW;Cunningham;902;;;NLP;;0;0.00;-0.45
NSW;Cunningham;997;;;OTH;;0;0.00;-3.69
NSW;Dobell;1;#;LEE, Michael;ALP;M;34770;45.26;1.40
NSW;Dobell;2;;RUSSELL, Karen;CTA;F;1564;2.04;0.26
NSW;Dobell;3;;BECKETT, June;HAN;F;7300;9.50;9.50
NSW;Dobell;4;;PARKER, David;LP;M;29014;37.77;-5.54
NSW;Dobell;5;;MOTT, David;DEM;M;2546;3.31;-3.80
NSW;Dobell;6;;DWYER, Philip;GRN;M;1626;2.12;2.12
NSW;Dobell;903;;;AFI;;0;0.00;-2.92
NSW;Dobell;997;;;OTH;;0;0.00;-1.02
NSW;Eden-Monaro;1;#;NAIRN, Gary;LP;M;31654;43.25;-2.70
NSW;Eden-Monaro;2;;WHAN, Steve;ALP;M;28692;39.21;1.30
NSW;Eden-Monaro;3;;MCMILLAN, Dan;DEM;M;3343;4.57;0.98
NSW;Eden-Monaro;4;;MILLER, Adam;HAN;M;7004;9.57;9.57
NSW;Eden-Monaro;5;;BEAUMONT, Rosemary;GRN;F;2301;3.14;-0.39
NSW;Eden-Monaro;6;;HARRIOTT, Gordon Joseph;CEC;M;188;0.26;0.26
NSW;Eden-Monaro;901;;;AFI;;0;0.00;-1.90
NSW;Eden-Monaro;902;;;NLP;;0;0.00;-0.28
NSW;Eden-Monaro;907;;;CTA;;0;0.00;-0.85
NSW;Eden-Monaro;997;;;OTH;;0;0.00;-5.99
NSW;Farrer;1;;VOSS, Vivien;ALP;F;16489;23.82;-0.85
NSW;Farrer;2;#;FISCHER, Tim;NP;M;36602;52.87;-13.46
NSW;Farrer;3;;SHARP, Rohan;DEM;M;2940;4.25;-0.03
NSW;Farrer;4;;FURLAN, Maurice;ACS;M;240;0.35;0.35
NSW;Farrer;5;;BOYD, Alan;CEC;M;329;0.48;0.48
NSW;Farrer;6;;MCKINNON, Don;HAN;M;9664;13.96;13.96
NSW;Farrer;7;;DUNCAN-STRELEC, Amanda;IND;F;2234;3.23;3.23
NSW;Farrer;8;;BRODERICK, Cliff;FST;M;728;1.05;1.05
NSW;Farrer;902;;;CTA;;0;0.00;-1.47
NSW;Farrer;997;;;OTH;;0;0.00;-3.25
NSW;Fowler;1;#;IRWIN, Julia;ALP;F;49472;61.69;0.63
NSW;Fowler;2;;DOONER, Lorna;LP;F;13705;17.09;-9.31
NSW;Fowler;3;;SU, Andrew;UNI;M;8532;10.64;10.64
NSW;Fowler;4;;SMITH, Rodney;HAN;M;5886;7.34;7.34
NSW;Fowler;5;;STEVENS, Mark A;DEM;M;2603;3.25;-4.12
NSW;Fowler;903;;;AFI;;0;0.00;-4.19
NSW;Fowler;904;;;NLP;;0;0.00;-0.99
NSW;Gilmore;1;;RYAN, Steve;CTA;M;1481;2.00;0.44
NSW;Gilmore;2;#;GASH, Joanna;LP;F;33390;45.09;-5.42
NSW;Gilmore;3;;FRASER, Peter D;DEM;M;2444;3.30;-1.50
NSW;Gilmore;4;;BANGE, Jane;GRN;F;2020;2.73;-0.11
NSW;Gilmore;5;;MCCARTHY, Sandra;ALP;F;26509;35.80;-2.51
NSW;Gilmore;6;;DELL, Tom;HAN;M;8206;11.08;11.08
NSW;Gilmore;903;;;NLP;;0;0.00;-0.31
NSW;Gilmore;997;;;OTH;;0;0.00;-1.66
NSW;Grayndler;1;;ARMANI, Michael;LP;M;15628;20.73;-2.87
NSW;Grayndler;2;;HALE, Sylvia;NAN;F;2816;3.74;-9.87
NSW;Grayndler;3;;ROBERTS, Sean;GRN;M;3373;4.47;-0.11
NSW;Grayndler;4;;CUMMINGS, Katherine Fiona;DEM;F;4301;5.70;0.72
NSW;Grayndler;5;#;ALBANESE, Anthony;ALP;M;41971;55.67;5.19
NSW;Grayndler;6;;GAO, Ning;UNI;M;3621;4.80;4.80
NSW;Grayndler;7;;WEBB, Warren;HAN;M;2342;3.11;3.11
NSW;Grayndler;8;;KARADJIS, Michael;DSL;M;535;0.71;0.71
NSW;Grayndler;9;;ROBINSON, Michael D;CTA;M;630;0.84;-0.19
NSW;Grayndler;10;;RYDER, John;NLP;M;177;0.23;-0.20
NSW;Grayndler;997;;;OTH;;0;0.00;-1.29
NSW;Greenway;1;;BAWDEN, Bob;CTA;M;3292;4.24;0.99
NSW;Greenway;2;#;MOSSFIELD, Frank;ALP;M;36010;46.43;2.74
NSW;Greenway;3;;HOWDEN, Jocelyn;GRN;F;1459;1.88;1.88
NSW;Greenway;4;;CROSS, Mathew;LP;M;23865;30.77;-7.27
NSW;Greenway;5;;NIXON, Bill;HAN;M;7774;10.02;10.02
NSW;Greenway;6;;DHILLON, Salvinder;IND;M;586;0.76;0.76
NSW;Greenway;7;;BONUEDI, Reynolds;UNI;M;1082;1.39;1.39
NSW;Greenway;8;;REDDY, Peter;DEM;M;3497;4.51;-3.78
NSW;Greenway;901;;;NLP;;0;0.00;-2.17
NSW;Greenway;906;;;AFI;;0;0.00;-4.56
NSW;Gwydir;1;#;ANDERSON, John;NP;M;30829;46.14;-16.18
NSW;Gwydir;2;;PAXTON, Derrick;CTA;M;1106;1.66;1.66
NSW;Gwydir;3;;MURNAIN, Anne;ALP;F;17773;26.60;-1.67
NSW;Gwydir;4;;GRAHAM, Ken;DEM;M;1624;2.43;-2.79
NSW;Gwydir;5;;PERRETT, Jim;IND;M;856;1.28;-2.90
NSW;Gwydir;6;;JOHNS, Bob;HAN;M;13875;20.77;20.77
NSW;Gwydir;7;;EDWARDS, Gary;IND;M;747;1.12;1.12
NSW;Hughes;1;;MCGOLDRICK, Jim;IND;M;2069;2.54;2.54
NSW;Hughes;2;#;VALE, Danna;LP;F;38199;46.97;-2.01
NSW;Hughes;3;;LENTERN, Jo-Anne;GRN;F;2224;2.73;-0.49
NSW;Hughes;4;;KUNATHAI, Suthep;UNI;M;655;0.81;0.81
NSW;Hughes;5;;BOWEN, Jim;ACS;M;211;0.26;0.26
NSW;Hughes;6;;HILL, David;ALP;M;27711;34.07;-3.98
NSW;Hughes;7;;BLACKBURN, Adrian;DEM;M;3096;3.81;-2.00
NSW;Hughes;8;;HEALD, Martin;RPA;M;148;0.18;0.18
NSW;Hughes;9;;LOWDER, Reginald Lindsay;HAN;M;7020;8.63;8.63
NSW;Hughes;904;;;CTA;;0;0.00;-2.01
NSW;Hughes;997;;;OTH;;0;0.00;-1.92
NSW;Hume;1;;GREEN, Jan;GRN;F;1560;2.26;-0.36
NSW;Hume;2;;HICKSON, Wayne;HAN;M;7471;10.80;10.80
NSW;Hume;3;;VEITCH, Mick;ALP;M;22466;32.49;-2.28
NSW;Hume;4;;FERGUSON, Christine;NP;F;6433;9.30;-47.74
NSW;Hume;5;;FOWLER, Philip;IND;M;413;0.60;0.60
NSW;Hume;6;;COX, Dave;IND;M;551;0.80;0.80
NSW;Hume;7;;MCCLUNG, Jean;CEC;F;142;0.21;0.21
NSW;Hume;8;#;SCHULTZ, Alby;LP;M;28299;40.92;40.92
NSW;Hume;9;;BUTLER, Greg;DEM;M;1817;2.63;-2.95
NSW;Hunter;1;;BENNISON, Rod;DEM;M;2278;3.18;-1.91
NSW;Hunter;2;;MEDDOWS, Peter;FST;M;296;0.41;0.41
NSW;Hunter;3;;COOK, Terry;SEP;M;152;0.21;0.21
NSW;Hunter;4;#;FITZGIBBON, Joel;ALP;M;39187;54.63;3.88
NSW;Hunter;5;;MCLEAN, Cherrilyn;LP;F;11919;16.62;16.62
NSW;Hunter;6;;RYAN, James;GRN;M;1433;2.00;-2.15
NSW;Hunter;7;;LAWLER, Ann;CEC;F;362;0.50;0.50
NSW;Hunter;8;;MACAULAY, Rob;NP;M;7976;11.12;-25.92
NSW;Hunter;9;;CULLEY, Darren;HAN;M;8131;11.33;11.33
NSW;Hunter;997;;;OTH;;0;0.00;-2.99
NSW;Kingsford-Smith;1;;FAULKNER, Tio;LP;M;21852;30.54;-4.48
NSW;Kingsford-Smith;2;#;BRERETON, Laurie;ALP;M;37123;51.87;0.30
NSW;Kingsford-Smith;3;;HARALAMBOUS, Tatiana;UNI;F;2698;3.77;3.77
NSW;Kingsford-Smith;4;;CASWELL, Allan;DEM;M;2723;3.81;-3.87
NSW;Kingsford-Smith;5;;MATSON, Murray;GRN;M;2505;3.50;-0.81
NSW;Kingsford-Smith;6;;MCEWEN, Jack;HAN;M;4167;5.82;5.82
NSW;Kingsford-Smith;7;;GORYACHEV, Vladimir;IND;M;495;0.69;0.69
NSW;Kingsford-Smith;902;;;NLP;;0;0.00;-0.67
NSW;Kingsford-Smith;997;;;OTH;;0;0.00;-0.74
NSW;Lindsay;1;;GRIM-REAPER, Steve;IND;M;1043;1.36;1.36
NSW;Lindsay;2;;ACKER, Sidney;UNI;M;475;0.62;0.62
NSW;Lindsay;3;;LEAR, Stephen;DEM;M;2221;2.91;-3.68
NSW;Lindsay;4;;EYKAMP, Jean M;CTA;F;1047;1.37;-0.79
NSW;Lindsay;5;;LIPMAN, David;IND;M;166;0.22;0.22
NSW;Lindsay;6;;EDWARDS, Lesley;GRN;F;1518;1.99;-2.42
NSW;Lindsay;7;;O'TOOLE, Cathy;ALP;F;29903;39.12;-1.20
NSW;Lindsay;8;#;KELLY, Jackie;LP;F;31872;41.70;-0.82
NSW;Lindsay;9;;IVOR, F;IND;M;126;0.16;0.16
NSW;Lindsay;10;;PUTRA, Rick;HAN;M;7621;9.97;9.97
NSW;Lindsay;11;;BAILEY, Dion James;IND;M;446;0.58;0.58
NSW;Lindsay;904;;;AFI;;0;0.00;-2.73
NSW;Lindsay;997;;;OTH;;0;0.00;-1.28
NSW;Lowe;1;;SICARI, Vince;NAN;M;1603;2.16;-0.78
NSW;Lowe;2;;ZAMMIT, Paul;;M;11700;15.77;15.77
NSW;Lowe;3;;MEIKLE, Jeff;DEM;M;1714;2.31;-2.01
NSW;Lowe;4;;LEE, Robert David;LP;M;24617;33.18;-13.50
NSW;Lowe;5;;VERCO, Natasha;GRN;F;1300;1.75;-0.13
NSW;Lowe;6;;WILKINSON, Gary;NLP;M;80;0.11;-0.17
NSW;Lowe;7;;WRIGHT, John;HAN;M;2768;3.73;3.73
NSW;Lowe;8;#;MURPHY, John;ALP;M;26730;36.03;-3.07
NSW;Lowe;9;;DAVIES, Owen;CTA;M;597;0.80;-0.27
NSW;Lowe;10;;WONG, Chris;UNI;M;2813;3.79;3.79
NSW;Lowe;11;;MAISANO, Giancarlo;IND;M;267;0.36;0.36
NSW;Lowe;997;;;OTH;;0;0.00;-3.73
NSW;Lyne;1;;SIMMS, Terrence Lloyd;IND;M;984;1.29;1.29
NSW;Lyne;2;;JACOBI, Carrie;GRN;F;1501;1.97;-1.34
NSW;Lyne;3;;GRIEVES, Vicki;ALP;F;22456;29.51;0.50
NSW;Lyne;4;;MULDOON, Graeme Robert;CEC;M;197;0.26;0.26
NSW;Lyne;5;;DANTON, Ray;HAN;M;9011;11.84;11.84
NSW;Lyne;6;#;VAILE, Mark;NP;M;38812;51.00;-7.85
NSW;Lyne;7;;QUARTLY, Allan;DEM;M;1974;2.59;-1.92
NSW;Lyne;8;;WATTS, Barry Joseph;CTA;M;1166;1.53;1.53
NSW;Lyne;902;;;AFI;;0;0.00;-4.32
NSW;Macarthur;1;#;FAHEY, John;LP;M;40395;47.75;-5.62
NSW;Macarthur;2;;BANASIK, Michael;ALP;M;28495;33.69;1.67
NSW;Macarthur;3;;WOOD, Michelle;GRN;F;2692;3.18;0.40
NSW;Macarthur;4;;ALM, Damian;HAN;M;9246;10.93;10.93
NSW;Macarthur;5;;KAUFMANN, Anthony;DEM;M;3761;4.45;-0.39
NSW;Macarthur;904;;;AFI;;0;0.00;-2.72
NSW;Macarthur;997;;;OTH;;0;0.00;-4.26
NSW;Mackellar;1;;ELLIS, Bob;IND;M;4729;6.35;6.35
NSW;Mackellar;2;;OCKENDEN, Trevor;GRN;M;2500;3.36;-0.97
NSW;Mackellar;3;;DORIC, Stephen;NLP;M;193;0.26;0.07
NSW;Mackellar;4;#;BISHOP, Bronwyn;LP;F;39966;53.68;-0.98
NSW;Mackellar;5;;DIMOND, Vicki;DEM;F;7104;9.54;-1.40
NSW;Mackellar;6;;WEBECK, John;HAN;M;5355;7.19;7.19
NSW;Mackellar;7;;LORENTZEN, Nick;ALP;M;14605;19.62;0.11
NSW;Mackellar;902;;;CTA;;0;0.00;-1.83
NSW;Mackellar;903;;;AFI;;0;0.00;-3.89
NSW;Mackellar;906;;;RARI;;0;0.00;-0.84
NSW;Mackellar;997;;;OTH;;0;0.00;-3.81
NSW;Macquarie;1;;GRIGG, Shirley;ACH;F;1510;1.99;1.99
NSW;Macquarie;2;#;BARTLETT, Kerry;LP;M;32432;42.74;-5.36
NSW;Macquarie;3;;PENNY, Michael T;NLP;M;222;0.29;0.29
NSW;Macquarie;4;;SHEATHER, Les;HAN;M;7870;10.37;10.37
NSW;Macquarie;5;;DEAHM, Maggie;ALP;F;26391;34.78;1.15
NSW;Macquarie;6;;DOUST, Adele;GRN;F;2563;3.38;-0.42
NSW;Macquarie;7;;RICKARD, Jon;DEM;M;4895;6.45;-1.92
NSW;Macquarie;905;;;CTA;;0;0.00;-2.40
NSW;Macquarie;907;;;AFI;;0;0.00;-2.47
NSW;Macquarie;997;;;OTH;;0;0.00;-1.24
NSW;Mitchell;1;;ELLARD, Anthony;ALP;M;16263;21.26;2.10
NSW;Mitchell;2;;GREGORY, Ken;CTA;M;1235;1.61;1.61
NSW;Mitchell;3;;BURKE, Stephen;HAN;M;5090;6.65;6.65
NSW;Mitchell;4;;TAYLOR, Cindy;GRN;F;1719;2.25;2.25
NSW;Mitchell;5;#;CADMAN, Alan;LP;M;46203;60.40;-7.03
NSW;Mitchell;6;;UZUNOSKI, Ilo;UNI;M;1988;2.60;2.60
NSW;Mitchell;7;;MCAULIFFE, Helen;DEM;F;3852;5.04;-3.20
NSW;Mitchell;8;;LYONS, Michael Francis;NLP;M;145;0.19;-0.28
NSW;Mitchell;901;;;AFI;;0;0.00;-3.73
NSW;Mitchell;903;;;RARI;;0;0.00;-0.97
NSW;Newcastle;1;;CRITICOS, Harry;IND;M;2718;4.17;4.17
NSW;Newcastle;2;;JACOBI, Carrie;GRN;F;5965;9.15;0.42
NSW;Newcastle;3;#;MORRIS, Allan;ALP;M;31441;48.21;-1.94
NSW;Newcastle;4;;BISGROVE, Stephen;DEM;M;5607;8.60;-1.29
NSW;Newcastle;5;;PAYNE, Geoff;DSL;M;662;1.01;1.01
NSW;Newcastle;6;;BUDWORTH, Greg;CTA;M;1798;2.76;2.76
NSW;Newcastle;7;;WILLIAMS, Harry;PLP;M;1131;1.73;1.73
NSW;Newcastle;8;;TAYLOR, Kate;HAN;F;10466;16.05;16.05
NSW;Newcastle;9;;BOYD, Peter;IND;M;757;1.16;1.16
NSW;Newcastle;10;;WELSH, Ivan;IND;M;4398;6.74;6.74
NSW;Newcastle;11;;KING, Tony;CEC;M;280;0.43;0.43
NSW;Newcastle;902;;;LP;;0;0.00;-30.43
NSW;Newcastle;997;;;OTH;;0;0.00;-0.82
NSW;New England;1;;CRONIN, James Kenneth;GRN;M;1460;2.13;2.13
NSW;New England;2;;NUTTALL, Graham;IND;M;6202;9.06;9.06
NSW;New England;3;;MONLEY, Peter;LP;M;11261;16.45;16.45
NSW;New England;4;;PEARCE, Oriel;CTA;F;1143;1.67;1.67
NSW;New England;5;;LETTERS, Frances;NLP;F;162;0.24;-0.82
NSW;New England;6;;MORTON, David;IND;M;449;0.66;0.66
NSW;New England;7;;DIXON, Pat;ALP;F;15733;22.98;-1.88
NSW;New England;8;#;ST CLAIR, Stuart;NP;M;21299;31.11;-29.39
NSW;New England;9;;GRINDLAY, Rebekah;DEM;F;1466;2.14;-6.71
NSW;New England;10;;WEARE, Victor;HAN;M;9288;13.57;13.57
NSW;New England;997;;;OTH;;0;0.00;-4.74
NSW;North Sydney;1;;WOODROFFE, Andrew;GRN;M;3106;3.93;0.12
NSW;North Sydney;2;;PONG, Henry;UNI;M;3727;4.72;4.72
NSW;North Sydney;3;;BOURNE, Roger;CTA;M;698;0.88;0.88
NSW;North Sydney;4;;RUSSELL, Glenn;NLP;M;136;0.17;0.17
NSW;North Sydney;5;#;HOCKEY, Joe;LP;M;42887;54.32;-2.97
NSW;North Sydney;6;;HOCKLEY, John;HAN;M;2270;2.88;2.88
NSW;North Sydney;7;;SPAIN, Anthony John;DEM;M;5726;7.25;-2.72
NSW;North Sydney;8;;OWENS, Julie;ALP;F;20403;25.84;0.57
NSW;North Sydney;997;;;OTH;;0;0.00;-3.65
NSW;Page;1;#;CAUSLEY, Ian Raymond;NP;M;31313;41.76;5.09
NSW;Page;2;;WENBAN, Warren;HAN;M;8473;11.30;11.30
NSW;Page;3;;O'DRISCOLL, Kath;DSL;F;402;0.54;0.54
NSW;Page;4;;CLAUSEN, Graham Francis;CTA;M;1133;1.51;0.04
NSW;Page;5;;ROGERS, Nicole;GRN;F;3460;4.61;0.71
NSW;Page;6;;MATHEWS, Joy;ALP;F;26548;35.40;-2.63
NSW;Page;7;;WRIGHTSON, Peter;DEM;M;2162;2.88;-0.42
NSW;Page;8;;BEHN, Doug;IND;M;1498;2.00;2.00
NSW;Page;903;;;RCG;;0;0.00;-0.70
NSW;Page;905;;;LP;;0;0.00;-15.93
NSW;Parkes;1;;WILSON, Robert Ian;IND;M;8657;11.82;11.82
NSW;Parkes;2;#;LAWLER, Tony;NP;M;20791;28.38;-22.83
NSW;Parkes;3;;MACDOUGALL, Scott;LP;M;7261;9.91;9.91
NSW;Parkes;4;;BREBNER, Barry;ALP;M;26070;35.59;-2.60
NSW;Parkes;5;;BURTON, David;DEM;M;1246;1.70;-0.93
NSW;Parkes;6;;MCNAUGHT, Donald Hugh;HAN;M;9230;12.60;12.60
NSW;Parkes;901;;;NLP;;0;0.00;-1.29
NSW;Parkes;904;;;AFI;;0;0.00;-2.05
NSW;Parkes;905;;;AWP;;0;0.00;-2.29
NSW;Parkes;997;;;OTH;;0;0.00;-2.35
NSW;Parramatta;1;#;CAMERON, Ross;LP;M;31060;43.64;-4.01
NSW;Parramatta;2;;COGGER, John;NLP;M;108;0.15;-0.92
NSW;Parramatta;3;;WONG, Matthew;UNI;M;3073;4.32;4.32
NSW;Parramatta;4;;ELLIOTT, Paul;ALP;M;27521;38.67;-0.76
NSW;Parramatta;5;;MULLIGAN, Peter;DEM;M;2033;2.86;-2.58
NSW;Parramatta;6;;SCHEMBRI, Tina;IND;F;707;0.99;0.99
NSW;Parramatta;7;;CONSANDINE, Peter;RPA;M;79;0.11;0.11
NSW;Parramatta;8;;JONSSON, Dee Richelle;CTA;F;899;1.26;-0.22
NSW;Parramatta;9;;HALE, Ian;HAN;M;4495;6.32;6.32
NSW;Parramatta;10;;WRIGHT, Peter;GRN;M;1195;1.68;1.68
NSW;Parramatta;906;;;AFI;;0;0.00;-2.78
NSW;Parramatta;997;;;OTH;;0;0.00;-2.14
