House of Representatives -1996 Election : Tasmania																														
First Preference Votes and TCP																														
By Candidate by Polling Place																														


Bass (66017)																														

		# SMITH			SMITH			NICKLASON			BUTLER			FORMAL			INFORMAL			TOTAL										
		Warwick		          	Silvia		         	Kristina		           	Debbie		         			     			     			     	Two Candidate Preferred		    			    		
		LP			ALP			TG			DEM					 			 			 	# SMITH LP			 SMITH ALP			 EXHAUSTED 	
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%
Glengarry	                                   	5	1.79	 	75	26.79	 	28	10	 	9	3.21	 	163	58.21	 	280	97.56	 	7	2.44	 	287	0.44	 	102	36.56	 	177	63.44	 	1
Glenora	                                     	7	2.76	 	158	62.2	 	7	2.76	 	4	1.57	 	78	30.71	 	254	96.95	 	8	3.05	 	262	0.4	 	172	67.72	 	82	32.28	 	0
Granton	                                     	3	0.98	 	137	44.63	 	12	3.91	 	5	1.63	 	150	48.86	 	307	99.03	 	3	0.97	 	310	0.47	 	151	49.19	 	156	50.81	 	0
Gravelly Beach	                              	7	1.25	 	227	40.46	 	65	11.59	 	37	6.6	 	225	40.11	 	561	97.74	 	13	2.26	 	574	0.88	 	287	51.62	 	269	48.38	 	5
Gretna	                                      	2	1.14	 	65	36.93	 	2	1.14	 	4	2.27	 	103	58.52	 	176	95.65	 	8	4.35	 	184	0.28	 	69	39.2	 	107	60.8	 	0
Hadspen	                                     	13	1.42	 	374	40.87	 	45	4.92	 	36	3.93	 	447	48.85	 	915	98.71	 	12	1.29	 	927	1.41	 	433	47.43	 	480	52.57	 	2
Hagley	                                      	7	2.31	 	48	15.84	 	21	6.93	 	12	3.96	 	215	70.96	 	303	98.38	 	5	1.62	 	308	0.47	 	63	20.86	 	239	79.14	 	1
Hamilton	                                    	2	1.08	 	90	48.65	 	2	1.08	 	6	3.24	 	85	45.95	 	185	97.37	 	5	2.63	 	190	0.29	 	96	51.89	 	89	48.11	 	0
Kelso	                                       	5	2.67	 	64	34.22	 	10	5.35	 	9	4.81	 	99	52.94	 	187	98.42	 	3	1.58	 	190	0.29	 	79	42.47	 	107	57.53	 	1
Kempton	                                     	4	1.38	 	157	54.33	 	14	4.84	 	10	3.46	 	104	35.99	 	289	97.97	 	6	2.03	 	295	0.45	 	177	61.25	 	112	38.75	 	0
Koonya	                                      	1	0.93	 	36	33.33	 	15	13.89	 	4	3.7	 	52	48.15	 	108	99.08	 	1	0.92	 	109	0.17	 	52	49.06	 	54	50.94	 	2
Lachlan	                                     	6	2.01	 	169	56.71	 	24	8.05	 	13	4.36	 	86	28.86	 	298	95.82	 	13	4.18	 	311	0.47	 	199	67.46	 	96	32.54	 	3
Latrobe	                                     	59	2.63	 	1046	46.57	 	100	4.45	 	75	3.34	 	966	43.01	 	2246	96.15	 	90	3.85	 	2336	3.56	 	1170	52.14	 	1074	47.86	 	2
Legana (Lyons)	                              	6	0.99	 	164	27.06	 	52	8.58	 	29	4.79	 	355	58.58	 	606	99.34	 	4	0.66	 	610	0.93	 	207	34.27	 	397	65.73	 	2
Levendale	                                   	1	0.83	 	67	55.37	 	4	3.31	 	1	0.83	 	48	39.67	 	121	97.58	 	3	2.42	 	124	0.19	 	69	57.02	 	52	42.98	 	0
Longford	                                    	20	1.07	 	836	44.54	 	66	3.52	 	52	2.77	 	903	48.11	 	1877	97.05	 	57	2.95	 	1934	2.95	 	906	48.4	 	966	51.6	 	5
Lower Barrington	                            	11	3.54	 	67	21.54	 	22	7.07	 	13	4.18	 	198	63.67	 	311	98.73	 	4	1.27	 	315	0.48	 	94	30.23	 	217	69.77	 	0
Magra	                                       	2	0.52	 	242	62.86	 	7	1.82	 	7	1.82	 	127	32.99	 	385	94.83	 	21	5.17	 	406	0.62	 	251	65.19	 	134	34.81	 	0
Mathinna	                                    	1	0.95	 	69	65.71	 	10	9.52	 	3	2.86	 	22	20.95	 	105	99.06	 	1	0.94	 	106	0.16	 	79	75.24	 	26	24.76	 	0
Maydena	                                     	4	1.95	 	89	43.41	 	6	2.93	 	8	3.9	 	98	47.8	 	205	94.47	 	12	5.53	 	217	0.33	 	101	49.27	 	104	50.73	 	0
Meander	                                     	4	1.73	 	55	23.81	 	43	18.61	 	6	2.6	 	123	53.25	 	231	97.06	 	7	2.94	 	238	0.36	 	91	39.74	 	138	60.26	 	2
Midway Point	                                	23	1.72	 	722	54.04	 	40	2.99	 	59	4.42	 	492	36.83	 	1336	97.23	 	38	2.77	 	1374	2.09	 	795	59.51	 	541	40.49	 	0
Mole Creek	                                  	10	2.4	 	101	24.22	 	23	5.52	 	17	4.08	 	266	63.79	 	417	96.75	 	14	3.25	 	431	0.66	 	125	30.05	 	291	69.95	 	1
Molesworth	                                  	3	1.17	 	140	54.47	 	21	8.17	 	13	5.06	 	80	31.13	 	257	98.09	 	5	1.91	 	262	0.4	 	164	64.31	 	91	35.69	 	2
Moriarty	                                    	6	2.63	 	44	19.3	 	11	4.82	 	13	5.7	 	154	67.54	 	228	97.44	 	6	2.56	 	234	0.36	 	53	23.45	 	173	76.55	 	2
New Norfolk	                                 	39	1.66	 	1437	61.31	 	79	3.37	 	77	3.28	 	712	30.38	 	2344	96.18	 	93	3.82	 	2437	3.71	 	1562	66.75	 	778	33.25	 	4
New Norfolk North	                           	15	1.51	 	693	69.79	 	16	1.61	 	19	1.91	 	250	25.18	 	993	96.97	 	31	3.03	 	1024	1.56	 	736	74.12	 	257	25.88	 	0
Nubeena	                                     	6	1.14	 	258	48.86	 	24	4.55	 	20	3.79	 	220	41.67	 	528	95.65	 	24	4.35	 	552	0.84	 	283	53.6	 	245	46.4	 	0
Oatlands	                                    	7	1.07	 	306	46.93	 	26	3.99	 	21	3.22	 	292	44.79	 	652	98.49	 	10	1.51	 	662	1.01	 	344	52.76	 	308	47.24	 	0
Orford	                                      	5	0.97	 	183	35.47	 	15	2.91	 	10	1.94	 	303	58.72	 	516	98.66	 	7	1.34	 	523	0.8	 	195	37.86	 	320	62.14	 	1
Ouse	                                        	8	2.71	 	133	45.08	 	5	1.69	 	8	2.71	 	141	47.8	 	295	96.41	 	11	3.59	 	306	0.47	 	140	47.62	 	154	52.38	 	1
Parattah	                                    	4	2.22	 	84	46.67	 	10	5.56	 	2	1.11	 	80	44.44	 	180	97.83	 	4	2.17	 	184	0.28	 	93	51.67	 	87	48.33	 	0
Perth	                                       	19	1.28	 	668	45.04	 	67	4.52	 	51	3.44	 	678	45.72	 	1483	97.95	 	31	2.05	 	1514	2.31	 	742	50.27	 	734	49.73	 	7
Pontville	                                   	4	1.15	 	174	50.14	 	20	5.76	 	14	4.03	 	135	38.9	 	347	96.93	 	11	3.07	 	358	0.55	 	199	57.35	 	148	42.65	 	0
Port Arthur	                                 	7	2.94	 	111	46.64	 	24	10.08	 	8	3.36	 	88	36.97	 	238	95.58	 	11	4.42	 	249	0.38	 	131	55.04	 	107	44.96	 	0
Port Sorell	                                 	34	2.32	 	504	34.43	 	98	6.69	 	65	4.44	 	763	52.12	 	1464	97.93	 	31	2.07	 	1495	2.28	 	618	42.24	 	845	57.76	 	1
Primrose Sands	                              	7	1.75	 	262	65.66	 	17	4.26	 	9	2.26	 	104	26.07	 	399	96.38	 	15	3.62	 	414	0.63	 	284	71.18	 	115	28.82	 	0
Pyengana	                                    	3	2.52	 	35	29.41	 	10	8.4	 	3	2.52	 	68	57.14	 	119	100	 	0	0	 	119	0.18	 	39	32.77	 	80	67.23	 	0
Queenstown	                                  	27	1.87	 	678	46.86	 	27	1.87	 	25	1.73	 	690	47.68	 	1447	96.66	 	50	3.34	 	1497	2.28	 	717	49.62	 	728	50.38	 	2
Railton	                                     	15	1.98	 	382	50.33	 	30	3.95	 	24	3.16	 	308	40.58	 	759	96.56	 	27	3.44	 	786	1.2	 	421	55.47	 	338	44.53	 	0
Richmond	                                    	11	1.26	 	372	42.61	 	63	7.22	 	43	4.93	 	384	43.99	 	873	96.78	 	29	3.22	 	902	1.38	 	445	50.97	 	428	49.03	 	0
Rosebery	                                    	19	2.94	 	411	63.62	 	21	3.25	 	31	4.8	 	164	25.39	 	646	97.58	 	16	2.42	 	662	1.01	 	448	69.46	 	197	30.54	 	1
Ross	                                        	6	1.79	 	167	49.85	 	9	2.69	 	5	1.49	 	148	44.18	 	335	98.24	 	6	1.76	 	341	0.52	 	181	54.03	 	154	45.97	 	0
Rossarden	                                   	2	4.88	 	17	41.46	 	4	9.76	 	1	2.44	 	17	41.46	 	41	95.35	 	2	4.65	 	43	0.07	 	21	51.22	 	20	48.78	 	0
St Helens	                                   	23	1.27	 	767	42.38	 	130	7.18	 	56	3.09	 	834	46.08	 	1810	97.78	 	41	2.22	 	1851	2.82	 	893	49.61	 	907	50.39	 	10
St Marys	                                    	8	1.27	 	373	59.39	 	50	7.96	 	25	3.98	 	172	27.39	 	628	97.06	 	19	2.94	 	647	0.99	 	436	69.76	 	189	30.24	 	3
Saltwater River	                             	2	1.64	 	62	50.82	 	0	0	 	6	4.92	 	52	42.62	 	122	96.83	 	4	3.17	 	126	0.19	 	65	53.28	 	57	46.72	 	0
Sassafras	                                   	5	2.35	 	33	15.49	 	5	2.35	 	3	1.41	 	167	78.4	 	213	99.07	 	2	0.93	 	215	0.33	 	38	17.84	 	175	82.16	 	0
Scamander	                                   	14	2.31	 	320	52.89	 	53	8.76	 	19	3.14	 	199	32.89	 	605	96.8	 	20	3.2	 	625	0.95	 	380	63.12	 	222	36.88	 	3
Sheffield	                                   	47	4.08	 	396	34.4	 	76	6.6	 	51	4.43	 	581	50.48	 	1151	96.8	 	38	3.2	 	1189	1.81	 	495	43.04	 	655	56.96	 	1
Sidmouth	                                    	8	1.67	 	163	33.96	 	38	7.92	 	26	5.42	 	245	51.04	 	480	98.16	 	9	1.84	 	489	0.75	 	202	42.26	 	276	57.74	 	2
Sorell	                                      	27	1.79	 	631	41.87	 	89	5.91	 	61	4.05	 	699	46.38	 	1507	96.79	 	50	3.21	 	1557	2.37	 	736	48.9	 	769	51.1	 	2
Strahan	                                     	10	2.2	 	220	48.46	 	21	4.63	 	16	3.52	 	187	41.19	 	454	97.84	 	10	2.16	 	464	0.71	 	252	55.63	 	201	44.37	 	1
Swansea	                                     	8	1.22	 	300	45.59	 	26	3.95	 	13	1.98	 	311	47.26	 	658	95.5	 	31	4.5	 	689	1.05	 	333	50.61	 	325	49.39	 	0
Tarraleah	                                   	1	1.11	 	44	48.89	 	1	1.11	 	6	6.67	 	38	42.22	 	90	97.83	 	2	2.17	 	92	0.14	 	50	55.56	 	40	44.44	 	0
Tea Tree	                                    	2	1.39	 	50	34.72	 	2	1.39	 	3	2.08	 	87	60.42	 	144	96.64	 	5	3.36	 	149	0.23	 	53	36.81	 	91	63.19	 	0
Triabunna	                                   	11	1.52	 	354	48.83	 	18	2.48	 	16	2.21	 	326	44.97	 	725	97.45	 	19	2.55	 	744	1.13	 	384	53.11	 	339	46.89	 	2
Tullah	                                      	3	2.42	 	67	54.03	 	4	3.23	 	3	2.42	 	47	37.9	 	124	96.88	 	4	3.13	 	128	0.2	 	74	59.68	 	50	40.32	 	0
Tunbridge	                                   	0	0	 	61	56.48	 	1	0.93	 	1	0.93	 	45	41.67	 	108	96.43	 	4	3.57	 	112	0.17	 	61	56.48	 	47	43.52	 	0
Tunnack	                                     	2	0.98	 	63	30.88	 	2	0.98	 	5	2.45	 	132	64.71	 	204	95.33	 	10	4.67	 	214	0.33	 	67	32.84	 	137	67.16	 	0
Wesley Vale	                                 	11	3.34	 	66	20.06	 	40	12.16	 	13	3.95	 	199	60.49	 	329	97.63	 	8	2.37	 	337	0.51	 	98	29.79	 	231	70.21	 	0
Westbury	                                    	32	2.67	 	380	31.67	 	57	4.75	 	48	4	 	683	56.92	 	1200	96.54	 	43	3.46	 	1243	1.89	 	451	37.74	 	744	62.26	 	5
Westerway	                                   	5	2.58	 	100	51.55	 	3	1.55	 	7	3.61	 	79	40.72	 	194	91.94	 	17	8.06	 	211	0.32	 	110	56.99	 	83	43.01	 	1
West Kentish	                                	6	3.13	 	39	20.31	 	16	8.33	 	5	2.6	 	126	65.63	 	192	98.46	 	3	1.54	 	195	0.3	 	53	27.6	 	139	72.4	 	0
Whitemore	                                   	1	0.86	 	22	18.97	 	1	0.86	 	1	0.86	 	91	78.45	 	116	100	 	0	0	 	116	0.18	 	24	20.69	 	92	79.31	 	0
Wilmot	                                      	2	0.72	 	95	34.42	 	21	7.61	 	8	2.9	 	150	54.35	 	276	97.53	 	7	2.47	 	283	0.43	 	117	42.39	 	159	57.61	 	0
Zeehan	                                      	15	2.79	 	286	53.26	 	11	2.05	 	21	3.91	 	204	37.99	 	537	97.28	 	15	2.72	 	552	0.84	 	312	58.1	 	225	41.9	 	0
Special Hospitals	                           	22	11.46	 	84	43.75	 	6	3.13	 	5	2.6	 	75	39.06	 	192	96.97	 	6	3.03	 	198	0.3	 	110	57.29	 	82	42.71	 	0
Total Ordinary	                              	1028	1.86	 	24612	44.59	 	2933	5.31	 	1887	3.42	 	24740	44.82	 	55200	97.19	 	1596	2.81	 	56796	86.58	 	28090	51	 	26989	49	 	121
ABSENT	                                      	74	1.97	 	1708	45.49	 	361	9.61	 	167	4.45	 	1445	38.48	 	3755	97.89	 	81	2.11	 	3836	5.85	 	2092	55.88	 	1652	44.12	 	11
POSTAL	                                      	60	2.08	 	1233	42.81	 	191	6.63	 	113	3.92	 	1283	44.55	 	2880	98.9	 	32	1.1	 	2912	4.44	 	1445	50.35	 	1425	49.65	 	10
PRE_POLL	                                    	40	2.6	 	571	37.05	 	181	11.75	 	95	6.16	 	654	42.44	 	1541	98.4	 	25	1.6	 	1566	2.39	 	769	50.03	 	768	49.97	 	4
PROVISIONAL	                                 	16	3.41	 	239	50.96	 	40	8.53	 	20	4.26	 	154	32.84	 	469	95.91	 	20	4.09	 	489	0.75	 	286	61.24	 	181	38.76	 	2
Division Summary	                            	1218	1.91	 	28363	44.42	 	3706	5.8	 	2282	3.57	 	28276	44.29	 	63845	97.33	 	1754	2.67	 	65599	96.79	 	32682	51.31	 	31015	48.69	 	148
 																																
