State;Division;Enrolment;Formal Vote;Informal Vote;Total Vote;Formal Pc;Formal Swing;Informal Pc;Informal Swing;Turnout;Turnout Swing;ALP TPP Vote;Coalition TPP Vote;TPP Exhausted;ALP TPP Pc;ALP Swing
NSW;Parkes;80257;74717;2218;76935;97.12;-0.41;2.88;0.41;95.86;0.30;32418;42100;199;43.50;-5.96
NSW;Parramatta;77692;72001;2887;74888;96.14;-0.95;3.86;0.95;96.39;0.32;33115;38671;215;46.13;-7.11
NSW;Paterson;78499;74694;1730;76424;97.74;0.11;2.26;-0.11;97.36;0.36;36885;37519;290;49.57;-3.73
NSW;Prospect;76469;69373;4248;73621;94.23;-0.15;5.77;0.15;96.28;0.14;44236;24984;153;63.91;-5.13
NSW;Reid;78526;71582;4047;75629;94.65;-0.48;5.35;0.48;96.31;0.77;43837;27580;165;61.38;-7.42
NSW;Richmond;81853;76947;1640;78587;97.91;0.98;2.09;-0.98;96.01;0.37;33108;43448;391;43.25;-8.53
NSW;Riverina;79097;74262;2476;76738;96.77;-0.89;3.23;0.89;97.02;0.89;21484;52614;164;28.99;-8.08
NSW;Robertson;76620;72289;2095;74384;97.18;-0.58;2.82;0.58;97.08;0.82;33430;38563;296;46.44;-9.12
NSW;Shortland;76092;71939;2075;74014;97.20;-0.25;2.80;0.25;97.27;0.66;41660;29982;297;58.15;-9.18
NSW;Sydney;83442;73974;3502;77476;95.48;-1.28;4.52;1.28;92.85;0.40;46703;26495;776;63.80;-5.67
NSW;Throsby;75668;70624;2848;73472;96.12;0.34;3.88;-0.34;97.10;0.58;48966;21369;289;69.62;-4.41
NSW;Warringah;78373;73147;2178;75325;97.11;-0.51;2.89;0.51;96.11;0.64;25208;47476;463;34.68;-5.06
NSW;Watson;78312;71364;3851;75215;94.88;-0.06;5.12;0.06;96.05;0.58;43913;27281;170;61.68;-3.16
NSW;Wentworth;81437;75017;2684;77701;96.55;-0.55;3.45;0.55;95.41;0.86;31445;43122;450;42.17;-2.37
NSW;Werriwa;77592;70566;3782;74348;94.91;-1.09;5.09;1.09;95.82;0.52;39489;30761;316;56.21;-9.56
VIC;Aston;79887;75643;1862;77505;97.60;0.16;2.40;-0.16;97.02;0.12;33485;41909;249;44.41;-3.02
VIC;Ballarat;80259;76062;1641;77703;97.89;0.17;2.11;-0.17;96.82;-0.30;35129;40696;237;46.33;-2.09
VIC;Batman;85556;77336;4143;81479;94.92;-0.65;5.08;0.65;95.23;0.22;54637;21979;720;71.31;-3.01
VIC;Bendigo;81674;77549;1619;79168;97.95;0.13;2.05;-0.13;96.93;-0.20;37938;39298;313;49.12;-2.23
VIC;Bruce;84187;78792;2405;81197;97.04;0.13;2.96;-0.13;96.45;-0.78;39864;38669;259;50.76;-0.77
VIC;Burke;75578;70558;2155;72713;97.04;-0.40;2.96;0.40;96.21;-0.22;40069;30191;298;57.03;-0.69
VIC;Calwell;77922;71716;2800;74516;96.24;-0.23;3.76;0.23;95.63;-0.46;48067;23467;182;67.19;0.08
VIC;Casey;76437;71847;2037;73884;97.24;-0.25;2.76;0.25;96.66;-0.06;30981;40479;387;43.35;-2.49
VIC;Chisholm;84024;78748;2069;80817;97.44;-0.01;2.56;0.01;96.18;-0.13;37132;41190;426;47.41;-2.20
VIC;Corangamite;77211;73006;1655;74661;97.78;0.22;2.22;-0.22;96.70;-0.08;30761;41939;306;42.31;-1.73
VIC;Corio;81232;76160;2378;78538;96.97;-0.11;3.03;0.11;96.68;0.20;43112;32788;260;56.80;-2.03
VIC;Deakin;81673;76676;2262;78938;97.13;-0.20;2.87;0.20;96.65;0.20;36244;40027;405;47.52;-1.89
VIC;Dunkley;79798;75031;1914;76945;97.51;-0.26;2.49;0.26;96.42;0.11;34865;39885;281;46.64;-1.02
VIC;Flinders;78553;73568;2159;75727;97.15;-0.40;2.85;0.40;96.40;-0.05;29248;43994;326;39.93;-4.36
VIC;Gellibrand;82190;73334;4214;77548;94.57;-1.37;5.43;1.37;94.35;-0.70;51902;20965;467;71.23;-4.33
VIC;Gippsland;79898;75445;1974;77419;97.45;-0.47;2.55;0.47;96.90;0.57;23486;51400;559;31.36;-2.80
VIC;Goldstein;85433;79864;1866;81730;97.72;0.20;2.28;-0.20;95.67;0.09;30956;48296;612;39.06;-1.95
VIC;Higgins;82327;76657;1579;78236;97.98;0.52;2.02;-0.52;95.03;-0.06;29862;46188;607;39.27;-1.44
VIC;Holt;75283;68764;3267;72031;95.46;-1.15;4.54;1.15;95.68;-0.19;43078;25507;179;62.81;0.37
VIC;Hotham;86329;80277;2468;82745;97.02;0.02;2.98;-0.02;95.85;-0.35;48437;31546;294;60.56;1.43
VIC;Indi;80291;75245;1778;77023;97.69;-0.10;2.31;0.10;95.93;-0.30;24154;50838;253;32.21;-4.50
VIC;Isaacs;75249;70371;2024;72395;97.20;-0.19;2.80;0.19;96.21;-0.21;36158;33965;248;51.56;-2.35
VIC;Jagajaga;83902;79201;2089;81290;97.43;0.36;2.57;-0.36;96.89;0.11;41550;37280;371;52.71;-0.59
VIC;Kooyong;81757;77227;1573;78800;98.00;0.47;2.00;-0.47;96.38;0.59;27699;48841;687;36.19;-0.51
VIC;Lalor;75097;69878;2458;72336;96.60;-0.10;3.40;0.10;96.32;-0.43;47729;21941;208;68.51;-0.51
VIC;La Trobe;73704;69290;1799;71089;97.47;-0.16;2.53;0.16;96.45;0.03;33508;35396;386;48.63;-0.10
VIC;McEwen;77351;72922;1905;74827;97.45;0.08;2.55;-0.08;96.74;0.32;34689;37845;388;47.82;-1.50
VIC;McMillan;80827;76149;2119;78268;97.29;-0.32;2.71;0.32;96.83;-0.09;36210;39333;606;47.93;-2.60
VIC;Mallee;80506;75840;2025;77865;97.40;-0.18;2.60;0.18;96.72;-0.29;20060;55639;141;26.50;-8.62
VIC;Maribyrnong;79690;72973;3512;76485;95.41;-1.01;4.59;1.01;95.98;-0.31;50097;22665;211;68.85;0.00
VIC;Melbourne;83845;74807;2606;77413;96.63;0.31;3.37;-0.31;92.33;-0.64;51894;22017;896;70.21;-3.53
VIC;Melbourne Ports;79962;72651;2065;74716;97.24;0.16;2.76;-0.16;93.44;-0.22;40399;31679;573;56.05;0.20
VIC;Menzies;79272;74716;1891;76607;97.53;0.27;2.47;-0.27;96.64;-0.53;28993;45330;393;39.01;-1.73
VIC;Murray;82336;77655;2130;79785;97.33;-0.20;2.67;0.20;96.90;-0.05;19966;57524;165;25.77;-3.40
VIC;Scullin;76772;71580;2630;74210;96.46;0.38;3.54;-0.38;96.66;-0.35;50494;20888;198;70.74;-1.67
VIC;Wannon;81331;77724;1587;79311;98.00;0.54;2.00;-0.54;97.52;0.20;29222;48312;190;37.69;-2.79
VIC;Wills;85292;78059;2957;81016;96.35;-0.11;3.65;0.11;94.99;-0.27;56067;21574;418;72.21;12.29
QLD;Bowman;76117;71117;1587;72704;97.82;0.37;2.18;-0.37;95.52;-0.74;34836;36104;177;49.11;-9.03
QLD;Brisbane;85822;77681;1917;79598;97.59;0.56;2.41;-0.56;92.75;-2.17;38892;38333;456;50.36;-5.84
QLD;Capricornia;83664;78097;1733;79830;97.83;0.42;2.17;-0.42;95.42;-0.65;36153;41801;143;46.38;-6.40
QLD;Dawson;85486;79346;1816;81162;97.76;0.52;2.24;-0.52;94.94;-0.76;31744;47461;141;40.08;-5.96
QLD;Dickson;82357;77158;1921;79079;97.57;-0.30;2.43;0.30;96.02;5.81;36051;40933;174;46.83;-5.72
QLD;Fadden;76352;70634;1762;72396;97.57;0.14;2.43;-0.14;94.82;-0.60;22662;47796;176;32.16;-12.68
QLD;Fairfax;78659;72409;1659;74068;97.76;0.23;2.24;-0.23;94.16;-0.69;23010;49109;290;31.91;-8.05
QLD;Fisher;74148;68566;1794;70360;97.45;-0.21;2.55;0.21;94.89;-0.92;20286;48107;173;29.66;-10.02
QLD;Forde;75874;69008;1943;70951;97.26;-0.05;2.74;0.05;93.51;-1.07;27735;41087;186;40.30;-9.44
QLD;Griffith;82151;75968;1878;77846;97.59;0.17;2.41;-0.17;94.76;0.42;36761;38981;226;48.53;-7.37
QLD;Groom;82724;77209;1813;79022;97.71;0.13;2.29;-0.13;95.52;-0.70;22117;54894;198;28.72;-7.16
QLD;Herbert;82765;75886;2010;77896;97.42;-0.06;2.58;0.06;94.12;-1.45;32852;42826;208;43.41;-9.90
QLD;Hinkler;84175;78420;1938;80358;97.59;-0.26;2.41;0.26;95.47;-0.63;31023;47233;164;39.64;-10.39
QLD;Kennedy;82701;75235;2221;77456;97.13;0.13;2.87;-0.13;93.66;-0.27;26673;48440;122;35.51;-11.95
QLD;Leichhardt;83222;74618;2213;76831;97.12;0.41;2.88;-0.41;92.32;-1.07;34102;40332;184;45.82;-5.51
QLD;Lilley;84410;78190;1627;79817;97.96;0.45;2.04;-0.45;94.56;-1.18;38429;39564;197;49.27;-6.91
QLD;Longman;76863;71505;1962;73467;97.33;-0.33;2.67;0.33;95.58;;27374;43894;237;38.41;-8.13
QLD;McPherson;75851;69249;2013;71262;97.18;-0.23;2.82;0.23;93.95;-0.93;22803;46298;148;33.00;-8.56
QLD;Maranoa;82569;76418;2348;78766;97.02;-0.12;2.98;0.12;95.39;-0.34;18526;57792;100;24.27;-7.59
QLD;Moncrieff;73656;66495;2134;68629;96.89;-0.52;3.11;0.52;93.18;-1.54;19731;46599;165;29.75;-7.34
QLD;Moreton;84927;78247;2288;80535;97.16;-0.10;2.84;0.10;94.83;-0.75;35051;42997;199;44.91;-5.30
QLD;Oxley;75751;69867;2049;71916;97.15;0.47;2.85;-0.47;94.94;-0.92;31622;38129;116;45.34;-19.31
QLD;Petrie;80918;74986;1916;76902;97.51;0.06;2.49;-0.06;95.04;-0.90;31651;43172;163;42.30;-9.85
QLD;Rankin;78393;70817;2488;73305;96.61;-0.52;3.39;0.52;93.51;-1.65;36278;34371;168;51.35;-11.69
QLD;Ryan;83079;77706;1374;79080;98.26;0.55;1.74;-0.55;95.19;-0.83;25620;51712;374;33.13;-6.15
QLD;Wide Bay;78750;73338;2201;75539;97.09;-0.60;2.91;0.60;95.92;0.00;23037;50157;144;31.47;-9.74
WA;Brand;92099;84733;2943;87676;96.64;-0.89;3.36;0.89;95.20;-0.75;42379;41992;362;50.23;-3.47
WA;Canning;76087;70097;2625;72722;96.39;-1.00;3.61;1.00;95.58;-0.34;34388;35356;353;49.31;-0.88
WA;Cowan;81739;75548;2864;78412;96.35;-1.16;3.65;1.16;95.93;-0.63;35788;39385;375;47.61;-1.46
WA;Curtin;73941;69003;1427;70430;97.97;-0.04;2.03;0.04;95.25;-0.63;24584;43804;615;35.95;1.17
WA;Forrest;80961;75569;2060;77629;97.35;-0.25;2.65;0.25;95.88;-0.94;27320;47821;428;36.36;-1.91
WA;Fremantle;77870;71948;2611;74559;96.50;-0.53;3.50;0.53;95.75;-0.35;38747;32674;527;54.25;-3.54
WA;Kalgoorlie;72168;62329;1777;64106;97.23;-0.19;2.77;0.19;88.83;-0.89;33130;28960;239;53.36;-6.59
WA;Moore;89429;83602;2095;85697;97.56;-0.59;2.44;0.59;95.83;-0.88;34648;48204;750;41.82;0.55
WA;O'Connor;74785;68936;2194;71130;96.92;-0.35;3.08;0.35;95.11;-0.76;16514;52099;323;24.07;-1.91
WA;Pearce;75614;70271;2229;72500;96.93;-0.99;3.07;0.99;95.88;-0.34;26342;43306;623;37.82;-3.42
WA;Perth;74499;67315;2678;69993;96.17;-0.28;3.83;0.28;93.95;-1.04;37756;29121;438;56.46;0.31
WA;Stirling;73749;67439;2615;70054;96.27;-1.20;3.73;1.20;94.99;-1.04;30096;37044;299;44.83;-3.71
WA;Swan;72465;66065;2435;68500;96.45;-0.60;3.55;0.60;94.53;-0.98;30372;35239;454;46.29;-3.93
WA;Tangney;73081;68101;2063;70164;97.06;-0.92;2.94;0.92;96.01;-0.52;25630;42050;421;37.87;-0.27
SA;Adelaide;81751;73672;3623;77295;95.31;-0.55;4.69;0.55;94.55;1.18;34062;39182;428;46.50;-2.18
SA;Barker;84479;78720;2786;81506;96.58;0.15;3.42;-0.15;96.48;0.77;22818;55554;348;29.11;-4.91
SA;Bonython;76904;70433;3588;74021;95.15;0.40;4.85;-0.40;96.25;1.62;41675;28414;344;59.46;-5.29
SA;Boothby;81511;75884;2131;78015;97.27;-0.10;2.73;0.10;95.71;0.44;28941;46428;515;38.40;-3.80
SA;Grey;83573;76665;2749;79414;96.54;0.66;3.46;-0.66;95.02;0.40;31649;44681;335;41.46;-6.46
SA;Hindmarsh;83918;77087;3287;80374;95.91;0.80;4.09;-0.80;95.78;1.13;32203;44576;308;41.94;-6.42
SA;Kingston;85936;79321;3726;83047;95.51;-0.94;4.49;0.94;96.64;0.78;37881;41056;384;47.99;-3.46
SA;Makin;87567;80270;4223;84493;95.00;-1.36;5.00;1.36;96.49;0.58;39106;40840;324;48.92;-4.79
SA;Mayo;88305;82289;2645;84934;96.89;0.25;3.11;-0.25;96.18;1.00;28441;53194;654;34.84;-4.56
SA;Port Adelaide;82175;74212;4372;78584;94.44;-0.30;5.56;0.30;95.63;1.27;42153;31736;323;57.05;-5.00
SA;Sturt;78400;71774;2868;74642;96.16;0.60;3.84;-0.60;95.21;1.49;28560;42819;395;40.01;-4.28
SA;Wakefield;86487;80392;3174;83566;96.20;0.15;3.80;-0.15;96.62;0.96;24027;55965;400;30.04;-2.98
TAS;Bass;66017;62216;1328;63544;97.91;0.75;2.09;-0.75;96.25;0.24;28190;33861;165;45.43;-4.60
TAS;Braddon;63449;59841;1586;61427;97.42;0.16;2.58;-0.16;96.81;0.19;26473;33279;89;44.30;-2.85
TAS;Denison;67097;63174;1384;64558;97.86;0.47;2.14;-0.47;96.22;0.47;38941;24078;155;61.79;-2.65
TAS;Franklin;64967;61495;1420;62915;97.74;0.33;2.26;-0.33;96.84;0.24;33567;27824;104;54.68;-2.76
TAS;Lyons;67774;63845;1754;65599;97.33;0.21;2.67;-0.21;96.79;0.26;32682;31015;148;51.31;-2.47
ACT;Canberra;71932;67121;1839;68960;97.33;0.70;2.67;-0.70;95.87;-1.09;38338;28317;466;57.52;-3.29
ACT;Fraser;64374;60306;2032;62338;96.74;0.55;3.26;-0.55;96.84;0.32;34443;25647;216;57.32;-4.74
ACT;Namadgi;66864;63436;1672;65108;97.43;0.33;2.57;-0.33;97.37;;32542;30628;266;51.51;-9.28
NT;Northern Territory;98800;85043;2985;88028;96.61;-0.29;3.39;0.29;89.10;0.30;42003;42630;410;49.63;-5.68
